,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date,TO%_scaled,FTR Def_scaled,3pD%_scaled,2p%_scaled,Adj_OtoD_Margin_scaled,gilgo_score_v2,projected_points
343,Central Arkansas,97.43311246,115.0713626,17,23.4,38.3,47,-17.63825012,-17.45723258,1/24/25,0.708661417,0.832460733,0.156462585,0.334693878,0.261449208,0.399490735,
328,Loyola MD,100.2438146,115.7052657,18.4,31.5,35.2,50.8,-15.46145118,-16.75993522,1/24/25,0.598425197,0.620418848,0.367346939,0.489795918,0.288950906,0.398793716,
269,Georgia Southern,99.73802108,108.8776511,19.5,44.7,32.6,50.1,-9.139630053,-14.13562433,1/24/25,0.511811024,0.27486911,0.544217687,0.46122449,0.368820852,0.398555653,
259,Tennessee St.,100.3826258,108.4247023,21.4,40.8,33.6,52.1,-8.042076502,-13.44066667,1/24/25,0.362204724,0.376963351,0.476190476,0.542857143,0.382687354,0.397562974,
318,Austin Peay,93.9298742,107.035648,16.2,35.7,36.8,43.3,-13.10577382,-15.69907203,1/24/25,0.771653543,0.510471204,0.258503401,0.183673469,0.318712556,0.39731286,
326,New Orleans,99.22454821,114.3402558,18.3,28.4,35.7,44.1,-15.11570758,-16.48338162,1/24/25,0.606299213,0.701570681,0.333333333,0.216326531,0.293319034,0.391150444,
317,Delaware St.,99.17240808,112.9019296,17.8,38.1,33.7,46,-13.72952148,-16.2437581,1/24/25,0.645669291,0.447643979,0.469387755,0.293877551,0.310832122,0.390340869,
257,Missouri St.,102.8286468,110.7325911,19.2,39.2,38.1,46.6,-7.903944341,-13.36220605,1/24/25,0.535433071,0.418848168,0.170068027,0.318367347,0.384432517,0.389782914,
299,Texas Southern,96.63073428,107.7044641,18.3,36.7,35.5,42.9,-11.0737298,-14.81382518,1/24/25,0.606299213,0.484293194,0.346938776,0.167346939,0.344385418,0.389672073,
314,Louisiana,100.5176772,114.1020027,15.9,45.6,33.7,45.9,-13.58432555,-16.54023859,1/24/25,0.795275591,0.251308901,0.469387755,0.289795918,0.312666529,0.388018152,
325,Saint Francis,99.21848966,113.9730308,20.2,31.6,33.6,49.7,-14.75454114,-16.5454701,1/24/25,0.456692913,0.617801047,0.476190476,0.444897959,0.297882014,0.387848916,
346,Louisiana Monroe,94.81618212,113.3630878,18.1,26.1,33.7,44,-18.54690572,-18.17076249,1/24/25,0.622047244,0.761780105,0.469387755,0.212244898,0.249969245,0.387229133,
310,Oral Roberts,105.1696981,119.0241774,17.2,40,35.8,48.8,-13.85447927,-16.48083236,1/24/25,0.692913386,0.397905759,0.326530612,0.408163265,0.309253404,0.386633074,
316,Lindenwood,95.55763431,108.6220869,19,34.4,36.8,49.1,-13.06445254,-15.84871605,1/24/25,0.551181102,0.544502618,0.258503401,0.420408163,0.319234609,0.385535076,
313,Old Dominion,98.54317853,111.7529192,17.9,37.2,35.6,44.9,-13.20974067,-16.04434181,1/24/25,0.637795276,0.471204188,0.340136054,0.248979592,0.317399037,0.382482743,
320,Binghamton,101.7407721,115.9922362,20.3,35.9,32.8,50.1,-14.25146416,-16.58144314,1/24/25,0.448818898,0.505235602,0.530612245,0.46122449,0.304237893,0.381153756,
312,Prairie View A&M,101.9735874,115.627339,16.6,45,35.6,49.3,-13.65375159,-16.69408847,1/24/25,0.74015748,0.267015707,0.340136054,0.428571429,0.311789399,0.380666506,
304,North Carolina Central,102.3574306,114.7354256,18.7,46.7,32,49.9,-12.37799496,-16.12162692,1/24/25,0.57480315,0.222513089,0.585034014,0.453061224,0.32790732,0.380571353,
284,Howard,109.1462114,120.3730778,21.1,38.1,34.9,52,-11.2268664,-15.1875385,1/24/25,0.385826772,0.447643979,0.387755102,0.53877551,0.342450689,0.37999932,
279,LIU,95.25957039,104.8160705,20.1,47,31.9,48.1,-9.556500098,-14.70976506,1/24/25,0.464566929,0.214659686,0.591836735,0.379591837,0.363554112,0.37873501,
303,Eastern Michigan,102.818322,115.1700728,19.2,38.8,37.8,52.4,-12.35175075,-15.83996796,1/24/25,0.535433071,0.429319372,0.19047619,0.555102041,0.32823889,0.377317884,
342,Buffalo,95.05876991,112.2191927,18.8,29.4,37.6,50.5,-17.16042279,-17.8681579,1/24/25,0.566929134,0.67539267,0.204081633,0.47755102,0.267486083,0.375062587,
240,Cal St. Bakersfield,104.9085273,111.4963485,19.3,52,33.9,45,-6.587821153,-13.4849709,1/24/25,0.527559055,0.083769634,0.455782313,0.253061224,0.401060429,0.372805226,
296,IU Indy,107.3541257,119.3548797,18.1,40.5,37.2,45.8,-12.00075401,-15.75000995,1/24/25,0.622047244,0.384816754,0.231292517,0.285714286,0.332673386,0.371460496,
273,San Diego,98.52266861,108.0077886,19.7,44.8,35.1,46.9,-9.485119982,-14.68532319,1/24/25,0.496062992,0.272251309,0.37414966,0.330612245,0.364455929,0.370616829,
329,Southern Indiana,99.21089127,114.7035095,17.2,38.3,36.9,46.7,-15.4926182,-17.4721471,1/24/25,0.692913386,0.442408377,0.25170068,0.32244898,0.288557142,0.368635151,
323,Boston University,95.93290429,110.1152333,21.9,29.5,36.3,50.8,-14.18232903,-16.46867071,1/24/25,0.322834646,0.672774869,0.292517007,0.489795918,0.305111347,0.367486473,
351,Western Illinois,97.85831303,117.7979667,17.5,31.1,35,45.9,-19.93965371,-19.43403876,1/24/25,0.669291339,0.630890052,0.380952381,0.289795918,0.232373254,0.365624067,
322,Denver,99.41023693,113.9913049,17.7,49.2,32,48.8,-14.581068,-17.56425148,1/24/25,0.653543307,0.157068063,0.585034014,0.408163265,0.300073675,0.364866489,
339,Stetson,101.1656785,119.00328,20.2,28.8,36.3,49.8,-17.83760148,-18.3773369,1/24/25,0.456692913,0.691099476,0.292517007,0.448979592,0.258930602,0.360767244,
266,Saint Peter's,92.73882453,101.0376059,22.6,43.5,30.2,41.5,-8.29878141,-14.09730666,1/24/25,0.267716535,0.306282723,0.707482993,0.110204082,0.379444142,0.36057032,
332,USC Upstate,99.53411718,115.4446635,19.5,39.7,36.1,53.9,-15.9105463,-17.96438325,1/24/25,0.511811024,0.405759162,0.306122449,0.616326531,0.283277034,0.358620907,
334,Le Moyne,99.13529476,115.238189,19.8,39.6,34.2,51.7,-16.10289422,-18.03676547,1/24/25,0.488188976,0.408376963,0.43537415,0.526530612,0.280846909,0.358087165,
336,Green Bay,100.7238602,117.6098259,19.7,33.7,38.7,54.8,-16.88596565,-18.21298905,1/24/25,0.496062992,0.562827225,0.129251701,0.653061224,0.270953577,0.358074949,
340,West Georgia,98.22704393,115.5793641,16.8,39.6,36.9,47.5,-17.35232015,-18.63691529,1/24/25,0.724409449,0.408376963,0.25170068,0.355102041,0.26506165,0.357828761,
286,Jackson St.,95.72740743,105.7130325,21.3,32.8,37.5,40.2,-9.985625063,-14.53043129,1/24/25,0.37007874,0.586387435,0.210884354,0.057142857,0.358132544,0.356748476,
319,Cal St. Fullerton,97.6056374,111.2356668,20.6,41.4,32.6,47.2,-13.63002935,-16.83801791,1/24/25,0.42519685,0.361256545,0.544217687,0.342857143,0.312089106,0.356171084,
267,Iona,96.56085775,105.2823271,22.5,39.4,35.4,45,-8.721469349,-14.2659963,1/24/25,0.275590551,0.413612565,0.353741497,0.253061224,0.374103898,0.354361044,
293,Stephen F. Austin,91.25643293,101.2644068,25.3,38.6,31.3,50.6,-10.00797392,-14.95036409,1/24/25,0.05511811,0.434554974,0.632653061,0.481632653,0.357850188,0.353061001,
338,Detroit Mercy,94.30284255,110.8614613,19.2,37.9,32.3,42.1,-16.55861878,-18.19100745,1/24/25,0.535433071,0.452879581,0.56462585,0.134693878,0.275089281,0.350588836,
345,Stony Brook,98.35436801,117.1079793,19.3,29.1,36.5,45.5,-18.75361128,-18.95795288,1/24/25,0.527559055,0.683246073,0.278911565,0.273469388,0.247357725,0.350405534,
350,Canisius,102.3328706,123.161715,17.8,31.3,37,48.1,-20.82884447,-20.13954513,1/24/25,0.645669291,0.62565445,0.244897959,0.379591837,0.22113921,0.350398087,
305,Long Beach St.,102.8696482,115.3794515,22.1,35.8,36.7,48.1,-12.50980328,-16.18408,1/24/25,0.307086614,0.507853403,0.265306122,0.379591837,0.326242053,0.345837823,
330,Grambling St.,97.17083596,112.4315712,21,34.1,36.5,47.7,-15.26073523,-17.51439849,1/24/25,0.393700787,0.552356021,0.278911565,0.363265306,0.291486753,0.344750347,
357,NJIT,89.50919618,109.7349967,19.3,38,30.3,44.7,-20.2258005,-20.21613831,1/24/25,0.527559055,0.45026178,0.700680272,0.240816327,0.228758073,0.340971556,
239,Abilene Christian,96.47639812,102.4387254,21.5,55.2,35.3,47.6,-5.962327237,-13.80621961,1/24/25,0.354330709,0,0.360544218,0.359183673,0.408962925,0.340244868,
335,Wagner,92.08991559,107.233854,19.2,41.3,32.8,38.8,-15.14393841,-17.78495243,1/24/25,0.535433071,0.363874346,0.530612245,0,0.292962366,0.337056153,
337,Eastern Illinois,95.88218145,112.4410748,18.9,41.6,35.6,44.1,-16.55889337,-18.69072496,1/24/25,0.559055118,0.356020942,0.340136054,0.216326531,0.275085811,0.329293644,
349,Mercyhurst,97.10291977,116.6432535,17.2,40.4,36.7,43.8,-19.54033377,-20.2086036,1/24/25,0.692913386,0.387434555,0.265306122,0.204081633,0.237418266,0.325142116,
358,New Hampshire,92.16022102,113.5390566,20.2,33.8,32.8,45.4,-21.37883563,-20.85698973,1/24/25,0.456692913,0.560209424,0.530612245,0.269387755,0.214190617,0.324725936,
333,Alcorn St.,96.30038311,111.7369661,22.4,31.8,35.2,40.9,-15.43658303,-17.74181565,1/24/25,0.283464567,0.612565445,0.367346939,0.085714286,0.289265091,0.32242205,
354,Bellarmine,101.5592087,124.3252881,19.3,29.2,39.8,51.6,-22.76607935,-21.4959084,1/24/25,0.527559055,0.680628272,0.054421769,0.52244898,0.196664167,0.320639279,
355,Maryland Eastern Shore,96.87749891,118.6737724,19.5,36.7,32.7,44.5,-21.7962735,-21.28417684,1/24/25,0.511811024,0.484293194,0.537414966,0.232653061,0.208916703,0.318091201,
344,Morgan St.,102.5251006,121.2704164,17.9,43.7,39.3,50.4,-18.7453158,-20.15979264,1/24/25,0.637795276,0.30104712,0.088435374,0.473469388,0.24746253,0.316076746,
348,Sacramento St.,92.18239534,110.712671,21.1,39.1,34.9,47.6,-18.53027562,-19.86811813,1/24/25,0.385826772,0.421465969,0.387755102,0.359183673,0.25017935,0.311430087,
347,Western Carolina,92.51049581,110.8994766,22,35.2,35.6,46.9,-18.38898083,-19.64547831,1/24/25,0.31496063,0.523560209,0.340136054,0.330612245,0.25196447,0.309280411,
360,Northern Illinois,92.32904341,114.1722485,16.8,40,38.9,42.6,-21.84320514,-21.72075513,1/24/25,0.724409449,0.397905759,0.115646259,0.155102041,0.208323768,0.299242557,
356,Chicago St.,88.23590457,108.128933,20.4,40.8,33.5,41.1,-19.8930284,-20.82374732,1/24/25,0.440944882,0.376963351,0.482993197,0.093877551,0.232962319,0.293146374,
359,The Citadel,93.23010368,115.2321675,22,36.2,35.7,51.2,-22.00206384,-21.82195894,1/24/25,0.31496063,0.497382199,0.333333333,0.506122449,0.206316746,0.291599564,
341,Texas A&M Commerce,94.67202063,111.6779408,23.9,39,37.8,52.6,-17.00592019,-19.48131132,1/24/25,0.165354331,0.42408377,0.19047619,0.563265306,0.269438071,0.288180407,
285,Tarleton St.,93.99351287,103.6833556,26,48.4,34.9,44.5,-9.689842697,-16.26120405,1/24/25,0,0.178010471,0.387755102,0.232653061,0.361869461,0.276713076,
352,Florida A&M,94.94862158,114.6763021,22.6,38.1,37.1,45.8,-19.72768047,-20.98703509,1/24/25,0.267716535,0.447643979,0.238095238,0.285714286,0.235051326,0.271378073,
361,Arkansas Pine Bluff,97.89198516,121.712698,21.9,42.5,35.8,54.8,-23.82071288,-23.40358486,1/24/25,0.322834646,0.332460733,0.326530612,0.653061224,0.183339917,0.26798558,
362,Coppin St.,89.09079864,112.9961872,21.4,39.5,35.8,42.1,-23.90538858,-23.47173703,1/24/25,0.362204724,0.410994764,0.326530612,0.134693878,0.182270124,0.247205019,
353,Alabama A&M,92.56181729,112.6813326,22.6,44.3,39,43.1,-20.11951532,-22.03875434,1/24/25,0.267716535,0.285340314,0.108843537,0.175510204,0.230100881,0.229402421,
363,Mississippi Valley St.,86.30625551,124.6385866,25.2,39.4,38.1,41.2,-38.33233106,-33.11222195,1/24/25,0.062992126,0.413612565,0.170068027,0.097959184,0,0.083681037,
