,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
341,Campbell,93.3,112.9,0.1,0–5,0,5,46,57.9,25.3,22.5,16.3,18.7,21.5,30.4,65.2,49.4,54,27.1,44,9,11.8,50.4,54.2,38.6,32.5,64.8,77.542,79.607,2.448,"2,025",0,0,7.673,,70,79.4,0.932,1.147,8.216,Campbell
342,Columbia,96.4,116.7,0.1,0–5,0,5,47.1,58.5,31.5,22.6,15.4,11.9,22.1,22,74.2,52.4,62.2,25.8,35.6,4.7,10.5,64.1,60.1,38.6,41.2,73.9,76.825,79.387,1.803,"2,025",0,0,8.93,,69.4,77,0.973,1.189,15.626,Columbia
343,Niagara,98.3,119.1,0.099,1–5,1,6,52.2,51.5,33,30.6,19,13.1,21.5,28,66,50.5,52.3,36.5,33.3,5.4,9.9,49.7,53,39.6,32.9,67.4,76.714,79.273,2.125,"2,025",0,0,9.981,,72.4,78.9,1.009,1.12,4.959,Niagara
344,Buffalo,97.5,118.2,0.099,1–5,1,6,50.7,57.7,33.3,26.6,20.8,15.5,28.4,33,69.7,52.9,53.3,31.6,45.1,8.6,5.8,48.3,55.6,39.2,30.7,68.7,77.14,80.012,1.121,"2,025",0,0,8.737,,71.7,72.4,1.016,1.186,10.017,Buffalo
345,NJIT,97.8,118.9,0.096,1–3,1,4,50,55.2,30.1,40.5,16.7,15.7,26.2,28.8,70.2,47.9,56.5,35.6,35.6,6.9,11.6,30.4,51.8,38.1,43.5,70.9,76.236,79.09,0.947,"2,025",0,0,0.2,,70.4,72.3,1.019,1.154,3.614,NJIT
346,Coppin St.,91.2,112.3,0.084,2–5,2,7,49.7,50.6,34.2,37.6,21.6,21.6,25.1,36.8,69.4,47.9,50,35.8,34.8,8.6,10.3,53.3,56.5,31.3,27.9,67.9,76.804,79.614,1.919,"2,025",0,0,0.2,,71.8,78.1,0.961,1.062,4.91,Coppin St.
347,Maryland Eastern Shore,96.6,119.1,0.083,2–5,2,7,48.3,53.2,36.3,44.1,20.9,17.1,35.7,30.4,66.2,44.1,55.5,37,32.2,6.7,9.8,56.2,57.5,37.3,31.7,64.8,76.754,79.764,1.836,"2,025",0,0,4.489,,71.8,70.7,1.036,1.105,3.668,Maryland Eastern Shore
348,West Georgia,92.8,114.5,0.082,1–3,1,4,45.9,51.1,29.5,42.2,15.4,12.9,25.2,24.6,68.1,48.2,54.3,26.6,30.6,8.7,6.5,61.6,54.5,27.4,38.1,68.5,76.304,78.671,2.138,"2,025",0,0,0.2,,69.6,80.9,0.966,1.117,8.378,West Georgia
349,North Carolina A&T,91.6,113.3,0.08,2–3,2,5,43.6,50,27.9,23.6,20.8,13.4,30.3,27.3,62.5,42.9,44.8,29.8,37.3,9.7,12.4,46,64.7,39.2,46.5,64.8,75.738,78.459,1.238,"2,025",0,0,19.957,,73,73.5,0.911,1.081,6.789,North Carolina A&T
350,Canisius,99.9,124.8,0.072,1–5,1,6,52.5,56.1,27.9,31.6,18.4,17.2,18.5,35.3,67.8,51.3,57,36.2,36.5,7.9,11.9,41.8,54.1,40.2,39,69.2,76.7,79.307,1.676,"2,025",0,0,4.438,,78.9,81.1,1.008,1.19,4.959,Canisius
351,Alcorn St.,96,120.2,0.07,3–4,3,7,48.1,54.3,27.9,28.2,14.9,17.4,31.7,28,64.1,52.4,54.1,22.6,36.6,6.5,7.4,36.1,54.9,23.1,35.3,62.8,75.406,78.558,1.963,"2,025",0,0,0.308,,70.5,64.5,1.038,1.073,2.78,Alcorn St.
352,Detroit Mercy,96.6,121,0.07,0–5,0,5,49.3,54.5,31.3,46,21.3,12.1,32.9,28.7,69.6,50.3,50.9,31.6,39.8,8.8,5.7,42.2,61.9,33.7,40.8,70.1,77.58,80.25,1.021,"2,025",0,0,5.249,,68.1,76.7,1.002,1.198,7.157,Detroit Mercy
353,New Orleans,97.8,123.4,0.065,0–5,0,5,42,58.1,29,26.9,16.4,14.6,39.3,27.7,68.4,44,59.9,24.1,37.5,7,8.3,50.8,64.2,25.6,47.8,68.1,75.274,79.147,1.417,"2,025",0,0,6.865,,71.3,70.4,0.991,1.19,7.661,New Orleans
354,Arkansas Pine Bluff,92.6,117.2,0.062,2–4,2,6,51.4,51.4,40,29.6,19.7,19.9,27.1,31.4,68.5,53.4,52.3,31.4,33.6,6,7.6,59.6,45.1,31.4,42.3,67.5,77.108,80.38,1.633,"2,025",0,0,0.2,,56.2,62.7,0.99,1.019,2.151,Arkansas Pine Bluff
355,The Citadel,92.5,117.1,0.062,0–5,0,5,42.2,58.6,34.7,29.4,17.5,15.7,27.8,27.8,65.1,46,58.9,24.6,38.8,4.3,15.3,45.6,61.7,41.2,41.6,65,76.981,78.922,1.756,"2,025",0,0,0.2,,65.6,61,0.913,1.159,10.485,The Citadel
356,Southern Utah,85.1,108,0.061,1–4,1,5,40.9,48.9,41.2,33.9,22.7,15.2,26.5,32.1,72.2,44,48,22.2,34.1,9.8,10.9,50.5,51.1,29.6,28.8,71.8,77.118,80.401,2.473,"2,025",0,0,6.92,,70.8,70.1,0.843,1.064,10.885,Southern Utah
357,Charleston Southern,91.5,117.9,0.051,0–4,0,4,45.3,58,27.6,30,22.7,13.6,33.3,29.8,66.2,50.4,58.6,25.5,37.7,4.7,9.2,42.2,32,41.8,26.5,65.9,77.265,80.307,2.299,"2,025",0,0,1.074,,72.6,73.9,0.941,1.202,14.935,Charleston Southern
358,Stonehill,92.8,119.6,0.051,1–4,1,5,45.9,52,33.3,24,20.4,14.2,30.7,29.7,64.6,45.9,46,30.6,42.9,5.6,8.8,55.7,47.4,40.4,33.1,65.2,77.101,79.514,1.609,"2,025",0,0,0.2,,70.8,76.1,0.954,1.121,5.451,Stonehill
359,Alabama A&M,86.5,111.5,0.051,2–5,2,7,44.6,53.4,36.3,41.3,22.8,21,28.5,25.8,69.5,44.6,52.4,29.8,36.8,12,10.8,55.8,56.1,42,36.3,69.3,76.832,80.365,1.912,"2,025",0,0,0.2,,64.7,72.2,0.888,1.028,4.132,Alabama A&M
360,Chicago St.,99,129,0.046,0–5,0,5,48.4,58.2,19.9,30.8,16.4,17.3,22.4,35,63,43.3,57.9,38,39.2,8.2,8.4,50,51.1,37.8,37.4,65.6,77.064,78.462,1.665,"2,025",0,0,6.202,,80.7,77.4,1,1.186,4.168,Chicago St.
361,Prairie View A&M,91,120.4,0.038,1–6,1,7,46.5,55.8,26.5,29.2,15.7,19.4,25.6,36.6,66.4,48.4,54.3,28.8,39.8,9.6,9.7,48.5,52.6,36.1,27.7,66.4,74.775,78.962,2.209,"2,025",0,0,1.313,,58.9,70.2,0.945,1.109,3.085,Prairie View A&M
362,Cal St. Fullerton,85.2,112.9,0.038,0–5,0,5,41.6,59.3,23.9,19.3,22.5,10.3,24.1,20.9,70.2,41.9,58.6,27.4,40,6.4,11.2,45.2,54.4,37.2,51.2,69.1,77.075,80.381,1.612,"2,025",0,0,3.335,,66.2,71,0.804,1.214,21.166,Cal St. Fullerton
363,Army,90.4,122.2,0.03,1–4,1,5,41.6,59.7,29.1,29,14.7,17,23.3,27.9,69.2,48.3,56.9,21,42.3,6,8.9,44.6,59.9,39.8,42.4,70.2,74.893,77.964,1.943,"2,025",0,0,0.2,,77,72.6,0.913,1.176,5.75,Army
364,Mississippi Valley St.,81.1,119.8,0.011,0–6,0,6,45.1,53.6,23.9,29.3,21.5,15.2,20.1,31.1,66.8,40.5,54.6,36.1,34,5.6,11,49.2,43.9,34,29.3,65.3,76.097,79.434,2.353,"2,025",0,0,0.2,,61.8,64.1,0.834,1.106,2.459,
