,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
165,Eastern Michigan,111.6,111.9,0.492,4–3,4,7,53.3,51.8,31.7,38.7,18.7,17,33.5,31.1,67.3,51.3,46.1,37.5,39.9,12.9,8.4,44.5,51.2,40.2,41.3,66.2,77.1,79.963,2.216,"2,025",0,0,27.88,,81.7,69.9,1.118,1.095,9.505,Eastern Michigan
166,N.C. State,107,107.3,0.492,2–4,2,6,48.8,53.5,31.3,38.7,15.9,15.4,26.4,31.2,68.2,46.7,52.8,34.2,37,7.5,7.1,58.9,47.9,46.7,26.7,67.4,76.861,79.817,2.541,"2,025",0,0,55.802,,77.8,73.7,1.029,1.139,28.014,N.C. State
167,Presbyterian,103.7,104,0.492,3–2,3,5,52.1,48,30.3,36.8,12.4,17.5,23.8,32.2,64.7,47.2,51.3,42,27.1,8.2,6.5,47.3,41.5,30.7,30.4,64.9,77.497,79.808,1.836,"2,025",0,0,2.177,,67.8,72.8,1.081,1.039,9.253,Presbyterian
168,Lamar,100.2,100.6,0.489,4–3,4,7,46.2,46.4,29.1,39.1,19.3,16.3,37.6,25.8,63,42.2,46.5,35.7,30.9,15.2,11.2,49.7,54.4,35.2,37.2,64.5,77.049,81.079,2.396,"2,025",0,0,0.2,,66.4,66.4,1.009,0.986,13.117,Lamar
169,Queens,109.4,109.9,0.487,3–3,3,6,51.9,51.9,37.5,35.2,14.8,17.6,29.4,28.6,66.1,48.1,47.9,38.4,39.7,16.9,7.8,60.5,46.4,40.1,34.6,67,77.9,80.646,2.112,"2,025",0,0,8.048,,75.2,78.8,1.123,1.091,12.889,Queens
170,Hofstra,100.1,100.6,0.486,3–3,3,6,51.1,43.9,19,39.7,16.7,17.5,34.1,27,62.7,46.8,42.9,38,30.2,12,10.3,56.6,50.4,42.5,40.6,62,77.033,79.782,2.035,"2,025",0,0,9.532,,62.7,72.4,1.071,0.96,3.987,Hofstra
171,Indiana St.,112.8,113.4,0.485,1–4,1,5,55.7,52.8,32,39.9,14.5,12.3,20.3,26.8,71.8,57.8,53.8,35.6,34,4.6,13.6,61,43.7,48.7,35,71.4,77.469,79.566,1.625,"2,025",0,0,0.2,,72.9,69.4,1.125,1.125,11.014,Indiana St.
172,Southeast Missouri St.,99.6,100.3,0.48,4–2,4,6,51.4,42.6,28.1,40.6,16,19.8,18.9,29.3,70.8,50,44.6,35.8,24.4,8.5,10.4,50.3,35.6,39.3,24.1,71.8,75.531,79.478,2.02,"2,025",0,0,4.131,,70.4,74.6,1.007,0.925,4.897,Southeast Missouri St.
173,Washington,110,110.8,0.479,0–6,0,6,51.5,58.6,29.1,40.1,16.7,13.5,22.5,30.4,66.2,50.2,55.6,35.8,42.1,10.1,6.8,49.7,55.7,35.8,40.3,65.2,77.896,80.754,2.047,"2,025",0,0,32.957,,68,75.5,1.02,1.237,39.328,Washington
174,Pepperdine,114,114.9,0.477,3–5,3,8,52.3,54.1,29.3,28.1,12.8,14.1,28.7,37.5,67.5,51.3,53.4,36,36.7,5.2,7.6,56.8,54.9,36.9,38.8,68.2,78.503,81.608,1.795,"2,025",0,0,21.151,,75.2,73.2,1.129,1.203,21.402,Pepperdine
175,Temple,110.4,111.4,0.474,3–3,3,6,48.9,50.4,50.8,35.9,14.5,11.7,29.6,29.6,64.1,48.9,51.1,32.7,32.7,9.4,8.1,41.4,55.1,30.7,31.9,65.5,77.689,80.315,1.815,"2,025",0,0,34.083,,71,75.8,1.088,1.126,12.104,Temple
176,La Salle,105.2,106.3,0.47,2–5,2,7,46.6,49.7,34.7,38,16.7,16,28.1,28.9,66.1,40.1,50.7,39.3,32.4,11.4,11.7,49.4,57.2,34.4,43.7,66.6,77.38,80.539,2.079,"2,025",0,0,23.77,,77.9,69.6,1.018,1.06,17.27,La Salle
177,Oakland,108.7,109.9,0.469,4–3,4,7,54.4,51.4,38.2,28.3,17.9,14.1,31.7,27.8,67.7,56.4,52.2,34.2,33.5,7.3,9.6,61,63.7,38.7,43.6,66.5,76.989,78.866,2.345,"2,025",0,0,5.851,,70.5,69.4,1.112,1.076,9.871,Oakland
178,Texas St.,113.3,114.6,0.467,3–2,3,5,51.4,47.2,36,42.2,15.2,14.7,40.7,32.1,65,49.8,45.1,37,33.3,10.9,10,57.3,47.1,29.6,41.9,66.6,76.379,78.926,2.527,"2,025",0,0,14.887,,75.9,80.3,1.165,1.11,5.774,Texas St.
179,Northwestern St.,109.8,111.1,0.466,5–2,5,7,55,49.1,32.1,39.1,21,18.2,33.8,37,61.3,48.6,44.3,43,38.2,8.9,9,53.4,52.6,40.3,36.7,62.3,76.411,79.747,2.008,"2,025",0,0,12.887,,77,72.4,1.105,1.094,9.451,Northwestern St.
180,Rice,105.3,106.7,0.462,1–5,1,6,45.6,48.2,39.5,34.8,14.5,11,33.8,33,65.3,47.8,48.8,27.4,31.3,5.7,11.6,46.9,51.6,33.5,32,64.4,77.576,80.657,2.39,"2,025",0,0,17.287,,65.2,71.2,1.041,1.11,14.297,Rice
181,Bucknell,107,108.5,0.46,5–1,5,6,58.5,47.9,34.4,37.2,16.6,14.6,29.8,22.4,66,58.7,46.6,38.8,33.1,9.4,8.9,51.2,49.3,36.2,42.6,66.5,76.594,80.691,2.139,"2,025",0,0,0.2,,67,70.2,1.159,1.006,2.529,Bucknell
182,Florida Gulf Coast,108.2,109.8,0.458,4–1,4,5,52.8,50.3,29.9,31.9,16,12.7,39,23.1,66.3,50,45.1,39,38.9,8.6,8.8,48.2,48.8,32.9,39.2,65.1,77.137,79.675,2.066,"2,025",0,0,12.024,,71.4,65.2,1.165,1.056,2.973,Florida Gulf Coast
183,Towson,114.7,116.4,0.458,4–2,4,6,53.6,56.8,30.2,33.9,14,15.5,36.5,25.1,64.5,49.1,52.1,40.6,42.4,9.5,7.3,44.5,47.1,38.5,41,65,77.201,79.7,1.968,"2,025",0,0,1.993,,66.7,67,1.178,1.134,7.122,Towson
184,Merrimack,100.4,102.1,0.452,4–3,4,7,50.1,46.6,24.3,26.8,12.2,25.2,19.7,40.1,64.5,50,46.4,33.5,31.3,11.7,6.5,52.3,62.7,44.2,37.2,63.7,75.361,78.573,2.215,"2,025",0,0,0.2,,70,75.5,1.033,0.958,4.756,Merrimack
185,Idaho St.,108.5,110.4,0.45,4–2,4,6,49.7,55.6,32,24.4,12.8,19,35.7,23.8,66.6,54,53.3,27.9,39.3,11.2,7.6,45.1,53.2,35.2,40.7,67.2,77.828,80.5,2.102,"2,025",0,0,0.2,,74.4,64.2,1.129,1.054,5.286,Idaho St.
186,Milwaukee,103.9,105.8,0.448,3–2,3,5,50,55.3,35.5,29.3,15.4,24.1,32.2,27.9,68.9,53.9,53.7,28.6,38.5,6.8,11.5,61.7,66.1,35.5,39.1,70,76.387,80.04,2.654,"2,025",0,0,2.571,,67.6,73.1,1.065,1.019,7.885,Milwaukee
187,LIU,100,101.9,0.446,4–1,4,5,48.4,45.1,29.6,42.8,17.9,20.7,38.9,20.8,63.7,50.5,47.6,29.5,27.5,14.5,5.7,39.2,50,33.1,38.6,64.3,76.764,79.215,2.019,"2,025",0,0,0.2,,80,77.2,1.086,0.913,2.159,LIU
188,Incarnate Word,104.8,107,0.441,5–2,5,7,49.2,47.1,34.9,28.1,21.3,18.7,39.6,33.6,62.7,44.9,45.1,38.3,34.7,8.8,11.4,57,43.8,34.4,29.4,62.9,77.398,79.753,2.143,"2,025",0,0,2.116,,69.6,75.2,1.044,1.02,6.813,Incarnate Word
189,Providence,107.5,109.9,0.437,0–6,0,6,47.9,57.9,24.8,29.3,20.2,14.7,34.2,29.2,66.9,47.5,56.4,32.3,39.9,6.7,9,54.5,57.9,43.7,44,66.9,77.113,79.986,1.691,"2,025",0,0,65.955,,69.3,76.5,1,1.199,36.718,Providence
190,San Jose St.,102.5,104.8,0.437,3–4,3,7,50.4,53.1,28.3,28.4,20.2,16.5,24.4,30.2,69.3,51.7,54.4,32.6,33.6,8.1,11.8,53.6,47.8,46.2,33.1,69.2,76.903,79.527,2.109,"2,025",0,0,19.957,,73,67.5,0.981,1.092,26.589,San Jose St.
191,Brown,97.6,99.8,0.436,2–3,2,5,46.6,46.6,22.8,32.5,15.1,17.4,33.3,31.4,68.9,53.6,47.1,22.9,30.6,16.1,10.1,51.4,54.6,36.3,41,67,75.988,78.526,2.035,"2,025",0,0,3.81,,56.8,74,1.002,1.005,9.938,Brown
192,Jackson St.,102.3,104.7,0.434,8–1,8,9,53,43.9,37.3,22.6,18.1,14.4,31.9,25.8,68.1,54.1,45.5,33.6,27.6,10.4,7.6,55.6,52.5,29.1,38.1,67.1,76.04,80.051,1.824,"2,025",0,0,19.638,,74.3,66.1,1.094,0.942,2.23,Jackson St.
193,Dartmouth,96.3,98.6,0.433,2–4,2,6,46.8,46.9,28.5,21.1,15.6,12,21.2,23.8,72.4,52.6,50.8,26.9,26.8,8.4,10.3,54.1,52.1,46.8,37.3,72.6,76.246,79.203,2.004,"2,025",0,0,0.2,,79.8,69,0.978,0.994,9.974,Dartmouth
194,Bellarmine,107.7,110.3,0.432,2–2,2,4,59.7,50.4,27.8,26.8,14.3,15.4,14.4,30.6,66.6,59.5,48,40,35.3,5.7,5.6,54.1,57,41.7,48.5,67.3,76.508,78.949,1.654,"2,025",0,0,0.2,,73.3,78.1,1.133,1.092,6.346,Bellarmine
195,UMKC,98.6,101,0.431,2–4,2,6,48.4,48.5,25.7,31.5,18.3,16.5,33.2,27.5,63.8,45.3,50.5,35.7,30.2,13.1,6.6,46.8,42,37.3,38.9,63.4,77.496,79.281,2.302,"2,025",0,0,4.219,,70.1,79.4,1.013,1.032,12.581,UMKC
196,James Madison,114.2,117,0.431,3–2,3,5,47.5,50.2,38.7,43.1,10.3,16.8,35.1,41,64.9,47.1,50,31.9,33.7,6.8,8,44.5,31.6,45.3,30.2,64.5,76.764,80.638,2.103,"2,025",0,0,22.469,,78.9,78.7,1.174,1.165,7.836,James Madison
197,Davidson,103.7,106.4,0.427,2–6,2,8,49.1,54.2,27.6,23.9,15.2,16.5,20.7,27.1,66.6,51,54,31.1,36.4,9.5,7.4,54.7,53.8,43.3,45.3,67.3,78.576,81.142,1.694,"2,025",0,0,12.525,,74.4,70,1.01,1.083,19.354,Davidson
198,Tennessee St.,104.1,107,0.422,4–2,4,6,54.5,47.1,43,36.3,20.1,16.4,30.1,28.7,67.2,53.9,49,37,29.4,10.2,8.7,47,47.5,34.4,39.8,67.7,77.735,80.176,2.111,"2,025",0,0,11.019,,69.6,64.5,1.082,0.997,3.901,Tennessee St.
199,Eastern Kentucky,104.8,107.8,0.42,2–3,2,5,48.1,51.1,22.3,36.7,14.3,16.1,32.8,30.3,65.8,48.6,52.1,31.5,33,4.9,4.3,45,51.6,40.1,40.7,65.2,76.782,79.742,1.822,"2,025",0,0,8.128,,73.9,73.3,1.058,1.079,9.834,Eastern Kentucky
200,UC Riverside,112.1,115.6,0.413,4–3,4,7,51.6,55.6,33.4,34.2,14.6,15,29.9,28.5,70.8,51,52.1,34.9,40.5,5.4,7.3,47.4,48,43.9,40.2,68.3,77.086,81.291,1.535,"2,025",0,0,0.2,,82.9,75.5,1.131,1.165,13.933,UC Riverside
201,SIU Edwardsville,106,109.4,0.41,4–2,4,6,49.4,47.3,42.5,28.7,18.5,13.3,34.1,27.5,66.5,48.2,48.3,34.6,30.2,10.4,7.5,48.6,40.4,31.3,32.6,66.2,77.165,80.792,2.225,"2,025",0,0,7.282,,71.6,70.6,1.075,1.025,4.697,SIU Edwardsville
202,Monmouth,110.2,113.9,0.406,4–2,4,6,50.3,50.1,40.4,33.1,13.2,16.8,28.7,33.5,63.3,44.9,46.3,39.4,37.9,13.1,10.2,59.2,52.1,38.3,36.7,65,78.243,80.568,1.565,"2,025",0,0,4.93,,70.9,73.2,1.107,1.087,8.046,Monmouth
203,Sacred Heart,103.9,107.4,0.406,4–4,4,8,48.6,48.1,21.1,23.9,18.7,17.9,35,31.2,69,50.2,48.8,31.3,31.3,9,10.6,68.5,58.7,47.1,39.8,70.8,76.813,78.951,1.789,"2,025",0,0,0.2,,73.4,72.3,1.043,1.007,6.006,Sacred Heart
204,Cal Baptist,96.9,100.2,0.405,4–3,4,7,45.8,47,28.2,31.6,21.4,19.2,31.6,30.9,64.7,42.3,49.6,34.2,27.5,7.7,10.3,44.3,32.1,38.4,31.6,64.1,76.669,80.06,2.289,"2,025",0,0,10.53,,78.5,66.7,0.954,0.965,13.228,Cal Baptist
205,Richmond,101.6,105.1,0.404,1–5,1,6,47.8,54,19,35.2,14.9,17.5,17.8,25,62.2,45.2,52.5,34,36.9,5.7,12.4,55.6,61.7,44.6,49.8,62.9,76.657,81.275,2.048,"2,025",0,0,4.918,,82.8,73,0.963,1.083,24.449,Richmond
206,Western Michigan,106.2,109.9,0.403,4–3,4,7,52,50.9,24.9,35.8,15.2,18.5,30.2,30.4,68.7,53.1,50.6,33.5,34.3,7.2,8.1,50.8,55.2,39.5,34.1,67.7,77.504,80.286,1.888,"2,025",0,0,13.852,,64.5,67.4,1.074,1.053,6.523,Western Michigan
207,Montana St.,104.8,108.7,0.397,3–3,3,6,56.8,48.4,30.5,26.6,14.8,14.3,19.4,32.4,64.2,60.4,50.4,34.1,29.5,10.9,8.9,53.5,43.1,39.6,32,64.5,78.403,80.153,2.577,"2,025",0,0,22.014,,64.9,76.3,1.101,1.065,8.197,Montana St.
208,William & Mary,106.8,110.9,0.393,1–4,1,5,52.9,55.7,29.8,38,17.9,19.6,23.3,35.8,70.4,50,52.9,37.2,39.8,7.5,14.6,61.9,54,50.2,40.4,71.3,77.446,79.527,2.367,"2,025",0,0,12.835,,72.1,73.9,1.046,1.157,9.219,William & Mary
209,Southern,98.1,102.1,0.387,4–3,4,7,46.6,46.4,38.5,42.3,19.2,21.5,35.2,27.3,67.2,45.9,48,32,29.2,8.3,13.3,43.3,64.7,31.6,37.4,67,76.144,79.022,2.098,"2,025",0,0,0.2,,71.7,70.3,0.997,0.939,3.015,Southern
210,Alabama St.,99.2,103.3,0.386,9–1,9,10,47,47.3,23.4,32.9,12.4,20.9,29.4,24.9,66.9,45.1,48.4,33.1,30.1,8.5,10.3,46.9,49.5,41.5,35.2,66.8,76.503,79.678,2.346,"2,025",0,0,4.097,,73.6,65.5,1.052,0.918,3.283,Alabama St.
211,Norfolk St.,105.3,109.8,0.382,7–2,7,9,52.8,48.6,37.2,35.9,18.2,17.7,35.5,32,68.8,54.7,44,30.9,37.7,9.8,8.4,52.9,60,23.3,36.2,67.2,76.741,80.249,2.602,"2,025",0,0,7.466,,74,72,1.117,1.033,4.24,Norfolk St.
212,Mercyhurst,108.6,113.3,0.381,2–0,2,2,58.8,44.5,29.6,34.9,16.8,16.8,25.9,27.1,65.3,49.2,41.9,48.8,31.9,14.5,3.1,64.2,51.2,39.8,43.1,63.7,75.357,78.459,2.198,"2,025",0,0,0.2,,87.5,81.6,1.187,0.98,1.015,Mercyhurst
213,North Dakota,103.7,108.2,0.38,2–3,2,5,52.4,51.8,29.3,33.4,17.6,11.1,28.9,26.1,71.8,53.3,55.8,34.1,30.8,8.8,6.5,53.6,54.9,40.1,42.4,70,77.479,79.942,1.949,"2,025",0,0,11.284,,67.8,80,1.067,1.14,14.776,North Dakota
214,East Carolina,105.6,110.2,0.38,4–3,4,7,49,52.9,32.8,32.1,14.3,16.4,30.4,32.6,68.6,47.9,50,34,38.8,12.1,12.5,53.5,53.8,34.9,35.8,67.9,76.738,78.785,2.588,"2,025",0,0,41.905,,75.9,77.9,1.08,1.135,12.611,East Carolina
215,Virginia Tech,96.4,100.6,0.38,2–5,2,7,50.9,52.1,23.7,31.4,21.9,16.6,24.2,28.9,66.2,53.3,56.1,31.7,30,5.7,9.2,43.7,53.9,41.7,36.2,65.8,77.33,80.429,1.346,"2,025",0,0,44.441,,67.7,73.1,0.948,1.077,29.315,Virginia Tech
216,Central Connecticut,95.1,99.4,0.376,6–1,6,7,52.5,44.8,24.1,21.5,18,19.3,25.6,27.6,65.6,50.2,48.2,37.6,26.4,11.7,7.3,48.6,50.6,37.8,39.8,66,75.572,79.537,2.408,"2,025",0,0,0.2,,82.1,64.8,1.052,0.907,1.532,Central Connecticut
217,Denver,97.1,101.5,0.375,2–2,2,4,50,48.7,36.9,54,20.1,18.9,24.8,27.5,66,47.4,46.1,36.6,35.7,14.1,7.4,36.7,47.6,34.5,35.4,66.1,76.356,79.985,1.39,"2,025",0,0,0.2,,80.3,68.2,1.012,1.008,8.982,Denver
218,Abilene Christian,93.9,98.2,0.374,4–3,4,7,44.6,47.1,30.3,46.1,21.1,26.2,34.9,35.7,71.8,46.4,50.9,25.5,24.8,9.7,12.3,55,48.8,22.7,27.3,71.2,77.337,79.635,1.815,"2,025",0,0,16.713,,74,66.7,0.941,0.937,7.869,Abilene Christian
219,Ohio,105.7,110.6,0.373,3–4,3,7,52.7,53.1,31.8,36.7,12,16.2,23,28.6,71.1,51.4,53.6,36.6,34.6,4.8,8.7,45.3,41.3,36.8,30.2,69.9,76.001,78.858,2.03,"2,025",0,0,17.346,,72.7,77.9,1.109,1.117,6.393,Ohio
220,American,97.9,102.5,0.371,5–2,5,7,51.6,50.5,24,23.1,15.5,21.1,22,26.2,63.5,51.6,48.6,34.3,35.6,4.6,12.1,52.1,57.6,44,40.1,64.3,76.377,79.635,2.039,"2,025",0,0,0.2,,70.7,73.8,1.036,0.967,3.023,American
221,Seton Hall,96.1,100.8,0.366,0–7,0,7,43.9,57.8,27.2,49.4,17.7,24.3,24.7,35.2,65.2,45.2,57.1,27.2,39.2,13.6,9.6,55.8,62.4,29.5,42.8,66.1,78.169,80.212,1.545,"2,025",0,0,58.173,,61,75.2,0.883,1.117,46.058,Seton Hall
222,Delaware,109.9,115.4,0.363,4–5,4,9,56.4,54.5,26.8,32.6,16.1,15.3,23.1,28.6,68.9,57.2,55.4,36.7,35.2,7.5,9.6,51.6,48.2,40,37.1,70.4,77.166,78.992,1.994,"2,025",0,0,22.411,,79.1,73.8,1.119,1.132,10.211,Delaware
223,Vermont,101.1,106.2,0.362,6–1,6,7,54.3,44.2,27.5,29.6,17.1,10.9,27.1,25.3,62.7,56,41.5,34.6,32.5,18.1,12,44.9,44.1,42.4,37.8,61.7,77.716,79.719,2.32,"2,025",0,0,0.722,,69.9,66.1,1.091,0.982,3.027,Vermont
224,UNC Greensboro,106,111.4,0.361,2–3,2,5,48.8,50,37.3,48,12.6,13.5,27.5,30,65.2,47.1,51.3,34.2,32.2,7.7,7.6,50.4,35,40.1,42.4,64.1,76.559,79.782,2.55,"2,025",0,0,0.2,,73.6,72.3,1.089,1.119,8.136,UNC Greensboro
225,UMass Lowell,110.5,116.3,0.357,2–4,2,6,59.9,55.2,21.1,23.7,19,15.3,26.5,24.2,66.5,60.8,57.1,39,34.6,10.5,11.5,56.6,47.3,37,36.7,66.5,76.676,79.284,2.512,"2,025",0,0,0.99,,74.3,69.5,1.128,1.1,6.525,UMass Lowell
226,Missouri St.,99.5,104.8,0.355,0–5,0,5,46.9,55.2,30,32.3,20.6,16.1,33.3,24,61.9,44.3,58.6,34,34.2,11.4,12,50.5,63.4,38.1,46.2,63.3,75.802,77.624,1.724,"2,025",0,0,0.2,,71.6,72.6,0.984,1.101,17.773,Missouri St.
227,Rhode Island,108,113.8,0.354,1–5,1,6,54.3,54.5,35.6,37.1,18.2,15.9,26.1,29.4,72.4,53.4,52.3,37.1,38,7.3,6.3,48.2,53.6,40.7,47,71.2,77.326,80.866,2.255,"2,025",0,0,20.946,,64.8,78.5,1.064,1.158,15.915,Rhode Island
228,Georgia Southern,104.2,109.8,0.354,3–3,3,6,50.9,48.4,22.2,38.4,17.7,16.9,34.4,33.2,66.6,49.8,49.1,35,31.5,8.7,12.2,53.4,44.7,42.4,35,67.1,77.228,80.286,2.032,"2,025",0,0,12.772,,68.3,67.6,1.062,1.067,8.465,Georgia Southern
229,Northern Arizona,106,111.7,0.354,3–3,3,6,55.3,55.3,29.3,35.3,16,16.5,28.1,24.3,66.8,50.4,54.9,43.2,37.4,2.3,6.5,43.1,43.9,33.9,33.4,67.1,77.4,79.266,2.472,"2,025",0,0,7.467,,64.7,75.2,1.125,1.095,7.077,Northern Arizona
230,Evansville,97.3,102.6,0.352,1–4,1,5,50,48.6,30,35.6,18.4,14.8,17.3,25.4,67.5,53.5,47.2,29,33.6,15.7,8.2,40.7,68.4,35.4,44,68.7,78.324,81.639,1.439,"2,025",0,0,13.004,,75.9,80.2,0.958,1.059,15.898,Evansville
231,Miami FL,106.4,112.4,0.347,1–5,1,6,48.1,59.5,18.9,31.3,18.2,15.3,28.8,31.5,69.7,51.9,57,27.6,42.1,12.6,7.1,50,56.4,35.7,41.2,69.5,77.812,80.412,2.021,"2,025",0,0,55.277,,73.2,76.4,0.987,1.202,36.023,Miami FL
232,FIU,93.5,98.8,0.347,2–5,2,7,42,47.5,39.2,32.8,17.7,19.7,27.3,29.7,67.1,43.7,49.6,25.8,29.9,12.5,9.2,45.3,55.1,33.6,42.9,66.3,76.828,80.225,1.854,"2,025",0,0,2.264,,73.4,72.9,0.911,0.993,19.523,FIU
233,Cal St. Bakersfield,105.4,111.4,0.346,3–3,3,6,47.8,52.8,30,41.1,17.5,19.4,35.2,31,68.2,45.1,52.8,36.6,35.3,11.7,7.9,39.5,58.7,27.5,46.4,67.8,76.701,78.767,2.2,"2,025",0,0,0.2,,78.2,75.4,1.047,1.1,9.316,Cal St. Bakersfield
234,Texas Southern,93.8,99.2,0.344,4–3,4,7,50.6,41.6,24.4,34.2,22.8,20.4,36.5,33,70.9,52,42.4,32.4,26.7,9.7,7.9,48.4,54.2,40.5,35.2,70.1,76.558,80.742,2.716,"2,025",0,0,12.735,,68.3,65.5,1.014,0.883,4.263,Texas Southern
235,Idaho,106.8,113,0.343,3–4,3,7,49.8,52.8,29,24.7,15.9,10.8,27.8,28.2,66.1,48.8,56.6,33.9,31.9,8.8,6,42.4,52.2,47.2,43.2,66.5,76.767,79.639,1.552,"2,025",0,0,5.079,,78.8,67.9,1.058,1.149,10.68,Idaho
236,South Dakota,104.2,110.3,0.342,3–3,3,6,47.6,55,42.8,39.9,11.5,14.6,26.9,26.4,75.5,47.3,57.7,31.9,33.6,5.6,8.1,34.2,52.5,42.8,36.9,75.7,77.257,79.388,2.334,"2,025",0,0,10.379,,78.9,74.3,1.104,1.143,14.645,South Dakota
237,Southern Illinois,105.8,112,0.342,2–4,2,6,54.1,52.6,35.3,34,15.5,12.4,26.6,26.9,68.7,53.1,52.9,37.5,34.8,8.1,4.4,47.2,55.2,32.9,42.5,69,77.801,79.638,1.53,"2,025",0,0,37.238,,62.5,72.6,1.074,1.149,11.731,Southern Illinois
238,Georgia St.,110.3,116.8,0.341,2–4,2,6,50.7,48.4,38.8,24.6,15.4,10.6,34.5,37.2,66.2,50.4,46,34.3,34.5,8.5,7,33.1,52.4,28.9,41.7,66.4,78.217,80.817,2.035,"2,025",0,0,29.534,,72.2,69.7,1.118,1.156,8.57,Georgia St.
239,Charlotte,104.2,110.5,0.337,2–5,2,7,48.7,55.7,40.5,47.6,17.9,14.8,29.4,25.4,64.4,48.1,57,32.9,35.4,7.4,14.4,52.6,45.8,45,31.7,65.1,77.397,79.948,2.487,"2,025",0,0,10.18,,76.5,66.5,1.057,1.114,15.683,Charlotte
240,South Florida,98.6,104.6,0.336,1–5,1,6,43.7,51.2,38.1,37.6,14.6,20.9,30.3,32.2,68.7,46.3,46.4,25.2,38.4,13.5,12.2,51.4,53.1,31.1,43.2,68.1,76.616,79.941,1.995,"2,025",0,0,28.221,,68.4,70.9,0.983,1.058,19.223,South Florida
241,UT Rio Grande Valley,104.7,111.1,0.336,2–3,2,5,53,50.4,14.2,29.3,20.2,14.4,27.1,37.9,72.4,52.7,46.1,35.6,39.8,8.7,9.5,59.9,51,46.9,32,73,76.061,78.527,2.41,"2,025",0,0,0.2,,82.2,72.7,1.033,1.14,13.535,UT Rio Grande Valley
242,Bowling Green,97,103,0.334,4–3,4,7,50.4,48.8,33,22.3,19.3,13.8,25.3,23.1,68.2,49.2,52,35,30.2,9.3,14.5,45,59,37.1,46.7,67.4,76.221,79.497,2.138,"2,025",0,0,5.416,,72.4,76.8,1.006,1.025,7.36,Bowling Green
243,Portland St.,95.3,101.2,0.334,3–3,3,6,47.5,48.3,30.2,36.3,15.8,17.8,30.8,25.6,66.9,50.4,56.7,28.2,24.5,10.3,9.6,47.1,52.1,36.3,41.7,68.2,77.753,80.017,2.694,"2,025",0,0,9.207,,60.6,69.4,0.997,0.99,5.892,Portland St.
244,UTEP,101.7,108,0.334,1–7,1,8,44.9,54.2,40.5,39.6,15.5,18.5,28.6,31.2,70,46.1,54.8,28.5,35.4,7.9,12.3,43.2,56,35.7,38.9,69.7,76.863,79.403,2.158,"2,025",0,0,7.975,,70.3,70.7,1.002,1.095,18.805,UTEP
245,Samford,113.8,120.9,0.333,2–3,2,5,51.9,62.6,33.7,57.1,14.1,23.1,34,30.6,75.2,53.4,57.1,33.3,45.2,8.7,12,48.3,60.2,43.5,51.7,75.7,76.608,79.83,1.714,"2,025",0,0,19.421,,76.3,74.5,1.165,1.165,8.147,Samford
246,Loyola MD,105,111.6,0.332,2–4,2,6,54.3,54.1,24.8,31.8,17.1,17.4,26.9,27,65.8,51.2,55,39,34.8,8.7,5,56.3,51.6,42.1,33.9,66.5,77.186,79.377,1.7,"2,025",0,0,0.2,,66.3,72.4,1.079,1.076,4.921,Loyola MD
247,Manhattan,105.8,112.5,0.331,4–3,4,7,50.5,48.7,30,24.5,16,14.6,32.4,30.3,67.7,48.9,51.4,34.9,30.1,7.6,13,58.7,61.7,45,42.4,66.9,75.14,78.831,1.524,"2,025",0,0,6.612,,81,70.8,1.111,1.052,4.245,Manhattan
248,Tulsa,101.4,107.9,0.329,2–5,2,7,50,48.4,35.5,39.3,15.4,12.7,17.9,32.4,65.1,52.5,50.7,30.9,29.1,6.3,6.9,52.5,44.6,40.7,33.3,66.8,76.893,80.168,2.029,"2,025",0,0,34.191,,68.5,73.4,0.998,1.108,17.69,Tulsa
249,Tarleton St.,89.7,95.5,0.327,1–4,1,5,43.8,47.8,36.2,41.7,22.7,22.4,29.6,30.1,66.1,45.8,50.7,24.6,29.5,13.4,11.3,49.5,61.9,21.9,44.1,66,76.381,78.941,1.116,"2,025",0,0,0.2,,64.9,66,0.874,0.947,10.196,Tarleton St.
250,Mount St. Mary's,99.3,105.8,0.325,7–2,7,9,51.9,42.4,26.4,24,21.3,12.7,31.3,26.4,65.8,48.1,43.5,38.1,27.5,7.5,12.4,60.6,55.6,42.6,46.4,67,77.043,80.419,2.013,"2,025",0,0,0.853,,74.6,79.5,1.028,0.964,4.299,Mount St. Mary's
251,North Florida,105.6,112.8,0.319,2–3,2,5,53.5,54.5,21.1,22.8,16,14.6,24.3,30.2,72.4,50,54.7,37.6,35.9,7.7,14.6,56.9,45.4,54.6,24,73,76.562,78.872,1.843,"2,025",0,0,0.2,,73.1,70.3,1.072,1.122,6.296,North Florida
252,Coastal Carolina,108,115.4,0.318,2–3,2,5,49.5,45.6,38.4,39.7,16.5,9.2,32.2,32.2,65.5,46.1,45.3,36.2,30.6,5.5,7.9,52.5,40,41.3,40.7,64.2,77.758,81.793,1.745,"2,025",0,0,1.313,,71.3,69.4,1.084,1.106,8.362,Coastal Carolina
