,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
352,Stephen F. Austin,93.1,119.6,0.053,0–3,0,3,41.8,60.5,19.9,28.6,16,14.6,24.6,30.4,71,42.2,52.7,27.6,48,8.2,11,50,50,44.4,40.5,72.3,77.832,80.145,2.298,"2,025",0,0,0.433,,66.7,69.8,0.893,1.226,10.714,Stephen F. Austin
353,Prairie View A&M,93.3,120.9,0.048,1–4,1,5,47.6,56.7,28.9,30.5,15.2,20.6,26.7,36.1,67.1,50.3,53.4,28.4,42.9,11.5,10.6,49.2,56.5,35.1,30.5,67.3,74.775,78.962,2.209,"2,025",0,0,1.313,,59.5,69,0.975,1.103,3.395,Prairie View A&M
354,Southern Utah,83.1,108.1,0.046,1–3,1,4,41,50,40.4,33.2,19,15.2,21.1,29.5,72.3,42.9,48.5,24.6,35.4,11.7,11,51.8,55.9,30.9,31.6,72.3,77.118,80.401,2.473,"2,025",0,0,6.92,,68.9,71.1,0.847,1.069,10.442,Southern Utah
355,Chicago St.,97.6,127.6,0.044,0–3,0,3,48.8,57.2,19.2,23.8,15.1,15.7,17.8,37.9,63.3,44,56.4,39.3,39.1,9.4,11.2,46.6,49.5,32.6,35.4,64.9,77.064,78.462,1.665,"2,025",0,0,6.202,,84.8,72.1,0.99,1.202,5.101,Chicago St.
356,North Carolina A&T,91.5,119.9,0.043,0–3,0,3,39.9,52.4,28.5,18.5,21,10.8,30,31.2,61.9,37.9,44.9,28.6,40.7,9.2,13.7,51.9,65.8,39.9,46.7,64.3,75.738,78.459,1.238,"2,025",0,0,19.957,,73.3,67.6,0.856,1.163,9.719,North Carolina A&T
357,Binghamton,89.6,118.2,0.04,0–3,0,3,46.3,55.1,36,14.6,18.6,15.1,26.8,29.7,66.2,50,55.9,26.3,36.1,10.8,15.4,38.8,44.8,35.4,44.9,66,78.126,79.221,2.23,"2,025",0,0,2.051,,72.4,70.4,0.961,1.122,5.042,Binghamton
358,USC Upstate,84.4,111.4,0.04,0–3,0,3,44.1,55.6,33,24.9,22.1,21.7,26.3,40.2,75.4,47.4,57.7,26.8,34.3,7.7,10.3,48.5,45.9,45.8,34,74.4,76.472,78.994,0.981,"2,025",0,0,10.219,,62.7,71.4,0.862,1.123,14.166,USC Upstate
359,Cal St. Fullerton,82.7,110,0.036,0–4,0,4,41,58.5,24.6,18.8,23,10.1,22.1,18.4,71.6,41,58.7,27.4,38.8,7.4,9.7,43.9,56,36.8,53.5,69.8,77.075,80.381,1.612,"2,025",0,0,3.335,,69.6,73.5,0.789,1.187,22.785,Cal St. Fullerton
360,Alabama A&M,88.5,119.1,0.032,1–4,1,5,44.4,58,38,35.9,22.4,18.5,27.3,25.6,65.9,40,53.5,34,43.4,11.5,11.6,59.8,52.8,39.9,38.7,67,76.832,80.365,1.912,"2,025",0,0,0.2,,65.3,80.4,0.889,1.126,5.223,Alabama A&M
361,Canisius,88.3,121.2,0.026,0–4,0,4,46.2,55.2,18,27.5,17.8,15.5,17.9,32.3,65.9,45.5,56.8,31.3,35.1,9.4,11.4,44.8,52.7,44.6,40.3,67.2,76.7,79.307,1.676,"2,025",0,0,4.438,,77.5,78.1,0.895,1.164,4.006,Canisius
362,Mississippi Valley St.,86.7,119.6,0.024,0–4,0,4,50.5,54.4,29.5,37,21.5,14.9,20,26.7,65.3,44.7,55.2,41.2,34.1,5.8,9.8,49.4,38.2,34,20.4,63.9,76.097,79.434,2.353,"2,025",0,0,0.2,,64.4,62.5,0.919,1.092,1.555,Mississippi Valley St.
363,The Citadel,87,122.2,0.02,0–3,0,3,40.5,66.1,36.3,29.8,19.6,16,27.2,22.4,66.5,44,64.5,23.5,45.6,3.2,16,48.3,62.6,40.5,42.2,67.4,76.981,78.922,1.756,"2,025",0,0,0.2,,55.7,54.2,0.853,1.199,9.3,The Citadel
364,Army,84.8,122.5,0.014,0–3,0,3,37.3,59.9,28.5,34.5,13.9,17.6,23.5,26.4,72,45.8,59.6,16,40.3,2,11,40.9,60.2,38.9,42.1,72.5,74.893,77.964,1.943,"2,025",0,0,0.2,,78.2,83.1,0.865,1.176,4.807,Army
