,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
262,Florida Gulf Coast,99.9,110.6,0.237,0–1,0,1,48.3,51,20.3,58,20.2,12.5,32.4,25.7,64.2,48.6,45.5,31.8,41.2,6.1,13.5,48,63.6,37.3,34,63.1,77.137,79.675,2.066,"2,025",0,0,12.024,,66.7,69,1.012,1.105,4.44,Florida Gulf Coast
263,South Dakota,99.5,110.4,0.232,2–1,2,3,45.7,57,47.2,38.7,11.1,16.2,27.6,24.5,78,46,57.1,30.1,37.8,6.3,8.7,27.5,48.9,36.7,39.8,78,77.257,79.388,2.334,"2,025",0,0,10.379,,74.5,70.8,1.077,1.124,10.621,South Dakota
264,FIU,93.5,104.2,0.223,1–4,1,5,42,47.7,36.7,31.6,16,16.5,27.4,30.5,66.9,43.9,50.5,25.7,28.9,10.8,10.1,45.5,50.4,35.7,39.4,66,76.828,80.225,1.854,"2,025",0,0,2.264,,69.4,73.2,0.918,1.038,14.579,FIU
265,Southeast Missouri St.,92,102.7,0.22,1–2,1,3,43.8,43.9,37,45.1,20.2,21.2,22.5,32.4,69.3,40.9,44.5,31.9,27.8,7.8,16.1,53.3,40.3,42.6,22,70.3,75.531,79.478,2.02,"2,025",0,0,4.131,,70,77,0.885,0.967,5.259,Southeast Missouri St.
266,Northern Iowa,96.9,108.3,0.218,0–2,0,2,48.1,54.1,28.8,19.8,17.8,12.2,26.6,20.6,61.7,44.4,41.5,37.5,47.8,9.2,16.7,52.3,49,30.8,41.4,62.1,78.009,80.571,1.936,"2,025",0,0,14.052,,63.3,77.3,0.965,1.111,17.958,Northern Iowa
267,Gardner Webb,94,105.1,0.217,1–2,1,3,46.8,49.2,33.5,32.4,21.4,16,35.2,32.4,68.7,48.5,54,27.9,27.3,7.1,6.9,28,46.8,24.9,36.9,68,76.481,79.309,2.079,"2,025",0,0,3.382,,72.4,69,0.99,1.048,11.038,Gardner Webb
268,Loyola MD,103.3,115.5,0.217,1–2,1,3,53.8,54.8,31.4,42.2,18.9,15,26.5,26,66.1,51,51.3,38.8,41.5,10.6,2,56.4,61.3,39.6,31.9,66.2,77.186,79.377,1.7,"2,025",0,0,0.2,,66,68.6,1.052,1.115,6.334,Loyola MD
269,Lafayette,98.8,110.5,0.216,1–2,1,3,53.1,56,27.2,17.5,16.3,16.8,18.9,18.9,65.4,54.6,48.5,33.8,44.8,11.1,9.3,69.3,52.6,40.1,40.4,68.6,75.914,79.906,1.324,"2,025",0,0,1.282,,68.2,65.5,1.029,1.044,4.982,Lafayette
270,Austin Peay,100.3,112.3,0.214,1–1,1,2,53.6,59.8,21.4,29.1,14.9,15.6,24.6,23.5,70.5,54.5,53.1,34.2,45.3,14.1,10.2,47.5,46.6,30.2,45.3,68.4,76.123,78.997,1.946,"2,025",0,0,18.21,,70.4,55.9,1.092,1.128,15.243,Austin Peay
271,Buffalo,103.9,116.4,0.213,1–2,1,3,55.4,58.5,22.7,24,19.4,14.1,29.9,28.7,68.7,55.9,55.3,36.5,43.3,8.9,7.8,50,59.6,42,32.8,66.4,77.14,80.012,1.121,"2,025",0,0,8.737,,77.5,72.7,1.097,1.194,12.862,Buffalo
272,Samford,122.1,136.8,0.213,0–2,0,2,55.8,71,45.5,65.4,14.4,15.7,29,33.3,73.1,56.5,59.6,36.5,54.5,7.7,10.1,44.8,54.1,43,51.4,75.9,76.608,79.83,1.714,"2,025",0,0,19.421,,78.2,72.9,1.218,1.389,13.815,Samford
273,Brown,93.3,104.6,0.212,0–2,0,2,40.1,49.5,22.9,43.2,17.5,14.6,34.4,26.9,68.5,45,47.2,21.6,35.9,13.9,16.3,55.3,60.4,38.9,35.1,66.7,75.988,78.526,2.035,"2,025",0,0,3.81,,46.7,79.2,0.868,1.08,15.019,Brown
274,Bethune Cookman,96.7,108.5,0.21,4–1,4,5,45.3,48.9,37,31.6,15.9,17.7,29.6,26.5,69,43.1,50.7,33,29.8,6.5,8.1,66.1,51.2,33.7,29.5,69.8,77.225,79.481,2.427,"2,025",0,0,8.604,,67.3,74.4,0.994,1.003,2.685,Bethune Cookman
275,Penn,112.2,126,0.209,1–1,1,2,59.7,60.9,28.3,21.1,14,11.2,10.7,25.4,71.6,59.2,56.5,40.5,43.8,5.8,5.6,59.3,74.6,37.2,48.1,70,76.784,79.944,1.681,"2,025",0,0,0.2,,87.5,71.4,1.138,1.271,8.492,Penn
276,Weber St.,97.8,110,0.206,1–3,1,4,48.9,52.9,33.9,31.1,13.3,17.4,19.7,24.8,65.7,50.7,50.5,30.5,36.8,8.1,9.9,39.2,53.1,36.6,50.7,65.6,78.159,80.888,1.939,"2,025",0,0,5.722,,76.3,81.4,1.023,1.09,8.78,Weber St.
277,Southern Illinois,103.7,116.7,0.205,1–2,1,3,53.2,59.4,33.1,38.1,14.6,13.1,25,26.5,68.7,54.8,62.2,33.3,37.2,8.2,4.3,50,61.1,33.1,44.3,68,77.801,79.638,1.53,"2,025",0,0,37.238,,57.9,61.2,1.049,1.214,17.647,Southern Illinois
278,Morgan St.,97.6,109.9,0.203,3–2,3,5,49.8,47.2,39.7,33.5,19.7,19.2,33.7,35,72.3,49.1,43.6,34.9,36.5,13.8,11.6,41.9,50.4,21.4,32.3,71.4,76.165,80.187,2.444,"2,025",0,0,2.091,,76.1,73.1,1.034,1.034,2.912,Morgan St.
279,William & Mary,93.4,105.2,0.203,0–2,0,2,47.4,58.9,41,36.4,22.5,20.6,25.7,21.7,77.8,46.9,50.7,32.1,46.9,10.1,17.2,59.6,60.3,45.3,41.5,76,77.446,79.527,2.367,"2,025",0,0,12.835,,72.9,72.1,0.938,1.092,4.998,William & Mary
280,New Hampshire,93.2,105.2,0.199,0–2,0,2,40,54.1,23.3,27.3,17.3,18.8,20.7,38.2,69.2,43.5,59.7,23.5,30.6,4.2,26.1,45.2,50,42.5,40.5,68.8,77.27,80.296,1.426,"2,025",0,0,6.446,,60.7,69.7,0.816,1.112,13.78,New Hampshire
281,VMI,99.7,112.7,0.196,2–2,2,4,52,53.5,37.7,38.9,18.3,15.7,25,31.4,65.4,61.4,50,26.7,39.1,10.4,7,38.3,48.5,44.1,40.7,68,76.869,79.128,0.946,"2,025",0,0,0.2,,77.9,60.2,1.039,1.127,7.355,VMI
282,Wright St.,112,126.7,0.195,1–2,1,3,63.6,59,13.6,31.5,19.1,11.5,30.9,36.6,66.5,70.2,55.1,37.3,42.9,10.3,6.4,66,51.1,46.9,41.8,67.9,76.631,79.182,1.981,"2,025",0,0,0.223,,79.2,72.4,1.223,1.298,8.068,Wright St.
283,UT Arlington,103.4,117,0.195,0–3,0,3,48.6,50,28.6,38.3,19.4,16,35.9,38.9,68.7,51.9,51.6,29.5,30.9,7.8,9.6,49.4,56.6,42.9,30.1,67,76.672,80.661,2.495,"2,025",0,0,18.784,,48.1,78.6,0.981,1.155,14.918,UT Arlington
284,Tennessee Tech,101.8,115.4,0.191,0–2,0,2,53.2,46.9,29.1,30.7,19.9,14,23.9,34.5,67.9,54.5,46.3,34.5,31.9,12.5,14.5,63.3,46.2,50,37,67.2,76.074,78.589,1.982,"2,025",0,0,4.087,,75,69.2,1.038,1.075,2.393,Tennessee Tech
285,Niagara,107.2,121.6,0.19,1–2,1,3,57.7,50,38.7,27.8,18,9.5,24.7,27.9,64,51.1,51.2,44.6,31.8,5,10,54.7,47,41.9,35.3,65.9,76.714,79.273,2.125,"2,025",0,0,9.981,,75,82.7,1.119,1.149,4.342,Niagara
286,Purdue Fort Wayne,89.4,101.5,0.189,0–2,0,2,48.1,43.9,34,44.3,20.4,19.7,15.1,32.4,71.1,46.6,53.1,33.3,21.6,4.7,12.1,51.2,48.9,45.3,44.3,70.8,75.153,79.742,2.255,"2,025",0,0,0.2,,61.1,76.5,0.872,0.985,13.271,Purdue Fort Wayne
287,Lindenwood,92.5,105.1,0.187,2–1,2,3,40.9,49.2,34.2,28.7,13.8,20,29.6,29.2,70.1,44.4,46.1,21.2,36.5,14.8,9.6,39.4,56.6,27.8,35.4,70,76.91,79.212,1.709,"2,025",0,0,7.042,,79.7,64.7,0.97,0.989,4.734,Lindenwood
288,Siena,101.3,115.4,0.183,1–3,1,4,45.2,54.5,32,23.9,13.8,16.4,30.1,29.5,68.7,46.4,55.2,28.9,35.2,14.1,11.8,52.5,47,38.8,30.3,69.5,76.96,80.704,1.428,"2,025",0,0,8.825,,78.8,89.3,1.052,1.11,4.886,Siena
289,Rice,91.8,104.7,0.181,0–3,0,3,39.8,47.6,37.8,42.3,16.9,12.8,33.1,29.8,65.3,47,48.1,16.4,31.3,6.7,10.3,53.1,47.1,32,38.1,64.8,77.576,80.657,2.39,"2,025",0,0,17.287,,60,71.8,0.899,1.078,8.633,Rice
290,Vermont,96.8,110.5,0.179,3–1,3,4,53.1,47.1,27.1,28.8,19.6,10,28.9,21.9,62.6,56.5,41.7,32.6,37.8,16.7,10.4,47.9,51.6,45.2,36.3,62.1,77.716,79.719,2.32,"2,025",0,0,0.722,,71.9,63.1,1.054,1.014,2.619,Vermont
291,Coastal Carolina,100.2,114.4,0.179,0–1,0,1,40.7,41.9,51.9,30.6,16,6.4,34.1,32.5,62.7,46.4,45.9,23.1,24,8.1,14.3,68.4,47.8,48.1,40.3,59.6,77.758,81.793,1.745,"2,025",0,0,1.313,,67.9,73.7,1.005,1.053,2.737,Coastal Carolina
292,Western Kentucky,95,108.6,0.177,1–3,1,4,41.3,48.1,29,38.8,12.2,15.8,21.5,31.8,67.9,42.4,48.4,26.6,31.7,7.8,9.8,48.2,57.9,45.2,44.8,68.4,76.049,80.082,2.657,"2,025",0,0,14.114,,65.7,70,0.902,1.053,14.39,Western Kentucky
293,Tarleton St.,87.8,100.6,0.173,0–3,0,3,44.6,47.7,35.8,45.8,22.3,20.7,25.5,32.3,64.4,46.4,47.1,26.3,32.4,14.1,10.9,37.7,54.8,25.7,44.4,65.1,76.381,78.941,1.116,"2,025",0,0,0.2,,62.3,68.6,0.854,1.004,12.477,Tarleton St.
294,Air Force,95.3,109.2,0.173,0–4,0,4,48.3,55.9,29.3,40.4,21.9,13,19.7,28,67.3,51.6,61.2,30.4,32.3,6.7,11.8,69.5,54.9,54.6,41.7,66.6,78.103,80.552,1.633,"2,025",0,0,0.2,,60,75.3,0.869,1.214,39.405,Air Force
295,Appalachian St.,97.9,112.3,0.171,0–1,0,1,41.3,46.4,32.7,20,14.1,15.9,30.6,39.4,56.7,37.9,46.9,30.4,30.4,9.4,24.1,38.9,40.9,44.2,41.8,57.7,77.42,81.799,2.381,"2,025",0,0,14.593,,76.5,90.9,0.989,1.077,3.153,Appalachian St.
296,San Diego,104.8,120.3,0.17,2–1,2,3,51.3,61.5,31.7,34.9,18.6,20.5,29.6,29.8,73.3,45.1,55.4,42.2,49.1,8.9,9.8,51.2,64.4,34.4,33.7,73.3,77.986,81.943,1.78,"2,025",0,0,0.2,,78,83.1,1.077,1.168,5.909,San Diego
297,Portland St.,87.6,100.9,0.164,2–1,2,3,45.7,47.4,36.4,39.5,17.9,19.8,30.4,27.6,69.7,46.4,56.2,29.7,25.3,10.1,7.3,58.9,53.5,40.2,48.3,70.7,77.753,80.017,2.694,"2,025",0,0,9.207,,59.7,72.1,0.956,0.974,4.506,Portland St.
298,Ball St.,90.1,103.8,0.164,0–3,0,3,43.4,50.6,19.9,18.2,16.7,13.8,23.9,21.4,67.8,46.1,52.8,25.8,31.5,13,8.7,45.7,45,36.5,40.3,66.8,77.311,80.701,2.402,"2,025",0,0,6.23,,77.8,78.8,0.91,1.028,9.765,Ball St.
299,Wagner,88,101.4,0.164,0–2,0,2,40.9,47.9,20,29.2,20.3,16.9,35.1,19,59.2,50,45.5,18.2,34.1,9.1,7.6,51.2,41,40,42.7,59.9,76.736,79.657,2.354,"2,025",0,0,0.2,,59.1,75,0.87,0.955,4.752,Wagner
300,Green Bay,109.2,125.9,0.163,0–2,0,2,48.5,58.7,29.2,38.6,11.9,11.9,29.1,34.8,67.3,50,55.1,31,42.9,7.7,11.1,64.8,71.9,44.6,38.6,71.2,76.324,78.349,1.158,"2,025",0,0,0.2,,78.9,69.4,1.093,1.283,8.847,Green Bay
301,UMBC,108.1,124.8,0.161,0–2,0,2,52.1,53.5,27.7,27.9,10.3,13.2,17.6,38.4,67.9,41,54.2,48.8,34.8,2.4,12.8,48.1,50.8,34.5,35.7,67.7,76.411,78.603,2.324,"2,025",0,0,0.2,,57.6,72.2,1.052,1.207,10.368,UMBC
302,Florida A&M,106.7,123.2,0.161,2–3,2,5,54.2,52.9,46.9,44.9,14.6,12.3,20.5,23.8,66.9,61.8,51.5,30.6,36.9,9.4,8.8,54.9,47.6,47.7,37.6,66.2,77.302,80.886,2.547,"2,025",0,0,6.985,,71.3,68.3,1.103,1.117,3.247,Florida A&M
303,Pacific,97.7,113.1,0.157,0–2,0,2,46.3,54.8,49.5,40.8,23.7,15.8,27.5,29.6,76,48.7,53.1,27.3,38.6,8.6,9.2,50,53.3,30.3,35.2,73.1,77.683,80.257,2.117,"2,025",0,0,39.243,,77.8,80.4,0.941,1.172,14.266,Pacific
304,Mercyhurst,99.974,115.796,0.156,–,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.549,75.357,78.459,2.198,"2,025",0,0,0.2,,0,0,0,0,100,Mercyhurst
305,Fairleigh Dickinson,93.2,108,0.155,1–2,1,3,48.2,50,30.4,23.4,20.1,21,24.8,27.9,67,55.9,48.2,24.2,35.4,8.2,11.8,43.8,40.8,39.3,37.1,69.2,75.836,77.756,1.963,"2,025",0,0,0.2,,70.6,75.6,0.946,0.984,5.467,Fairleigh Dickinson
306,Illinois Chicago,86.2,100.1,0.152,1–1,1,2,44.1,46.3,26.9,14.2,19.1,12.7,26,24.4,70.8,41.8,49.4,32.5,26.7,11.2,15.2,69.6,58.9,33.6,33.6,70.1,76.523,79.626,2.3,"2,025",0,0,14.347,,68.8,84.2,0.897,0.989,4.971,Illinois Chicago
307,Howard,95.5,110.9,0.152,0–4,0,4,45.9,47.9,32.3,52.5,20.8,17.1,38.4,36.6,74.5,46.5,47.6,30,32.7,8.9,9.7,46,45.8,43.3,20.4,73.3,76.789,79.313,2.264,"2,025",0,0,12.439,,76.8,73.8,0.994,1.084,6.115,Howard
308,Southern Indiana,98,114.1,0.148,0–1,0,1,46.9,53.8,15.6,45.3,14.7,14.7,26.3,20.6,68.1,41.9,54.5,38.1,35,0,7,46.2,40,32.8,37.7,64.9,76.355,79.438,1.89,"2,025",0,0,0.2,,90,70.8,1.014,1.087,10.215,Southern Indiana
309,UC Davis,100,116.5,0.147,0–4,0,4,45.3,59.8,33.9,37.9,17,17.4,24.3,26.1,67.7,42.1,56.5,34.2,43.4,9.9,5.5,50,55.5,35.3,38.8,66.3,76.217,79.398,2.275,"2,025",0,0,6.849,,77.6,79,0.968,1.182,15.261,UC Davis
310,Bellarmine,103.468,120.544,0.147,–,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.223,76.508,78.949,1.654,"2,025",0,0,0.2,,0,0,0,0,100,Bellarmine
311,Northern Illinois,93.9,109.6,0.145,1–2,1,3,50.3,50.6,30.1,53.3,19.4,16.6,20.2,29.6,66.8,44,44.9,36.6,42.9,8.5,14.7,61.4,48.6,57.4,29.3,66.1,76.483,78.683,1.575,"2,025",0,0,12.195,,64.2,64,0.974,1.043,5.014,Northern Illinois
312,North Carolina Central,102.9,120.2,0.143,3–2,3,5,52.4,56.4,52.1,31.1,20.6,17.2,32.1,35.1,69.2,54.6,56.9,32.3,36.7,4.8,9.8,56.8,52,34.8,30.1,67.6,76.631,78.938,2.469,"2,025",0,0,0.2,,71.9,75.3,1.073,1.149,6.122,North Carolina Central
313,Little Rock,102.8,120.2,0.142,1–2,1,3,47.6,56.1,36.5,46.5,21,23,38.5,39.8,66.7,42.9,53.3,39.2,40,19.6,10.1,53.5,64,30,41.4,66.9,78.12,80.272,2.017,"2,025",0,0,29.074,,71,71.2,1.03,1.14,7.273,Little Rock
314,Southeastern Louisiana,95.6,112.1,0.138,0–3,0,3,41.4,53.7,32.4,20.9,13.2,19.2,33.1,36,63.3,40.7,52.5,28.9,36.8,4,9.3,40,61.7,24.3,42.9,63.2,76.767,80.056,1.977,"2,025",0,0,0.2,,73.3,70.3,0.997,1.093,11.149,Southeastern Louisiana
315,Texas St.,85,100,0.134,0–1,0,1,40.3,41.7,27.4,30,18.9,18.9,37.5,30.8,68.8,38.8,35.1,30.8,34.8,16.2,20.4,60.9,47.6,21,38.3,70.1,76.379,78.926,2.527,"2,025",0,0,14.887,,64.7,77.8,0.886,0.93,3.153,Texas St.
316,Western Illinois,99.138,116.779,0.132,–,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.358,77.018,79.619,2.578,"2,025",0,0,7.691,,0,0,0,0,100,Western Illinois
317,Holy Cross,108,127.3,0.131,0–2,0,2,56.4,57.6,29.1,33.6,17,11.1,22.6,25.4,67.6,45.3,57.6,47.8,38.2,11.8,7.8,49,64.5,41.8,28.6,68,77.266,78.621,1.115,"2,025",0,0,2.778,,78.1,65,1.103,1.207,4.635,Holy Cross
318,West Georgia,97.105,114.481,0.131,–,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.019,76.304,78.671,2.138,"2,025",0,0,0.2,,0,0,0,0,100,West Georgia
319,Central Arkansas,98.6,116.6,0.127,1–1,1,2,48.7,58.8,26.7,15.8,12.5,15.4,16.4,21.5,68.2,67.3,56.9,21.3,40.3,5.2,5.5,50,62.1,52.6,51.7,68.6,76.946,80.562,0.82,"2,025",0,0,0.2,,96.8,78.9,1.049,1.144,15.289,Central Arkansas
320,Houston Christian,87.1,103.2,0.125,0–3,0,3,44,49.7,26.4,34.6,17.1,21.9,19.8,35.1,62.5,44,48.4,29.4,34.5,10.5,8.8,50,53,42.8,37.9,63.4,75.838,78.051,2.239,"2,025",0,0,3.278,,54.8,64.2,0.869,0.992,8.341,Houston Christian
321,Boston University,105.1,124.7,0.123,1–1,1,2,55.1,55.3,29.6,46.2,19.9,16.1,30,30,65.3,51.4,58.5,41.7,33.3,6.2,9.7,40.4,49,33.3,37.5,65.9,77.389,80.653,1.675,"2,025",0,0,4.079,,78.1,72.9,1.103,1.149,1.84,Boston University
322,Maryland Eastern Shore,102.5,121.7,0.122,1–3,1,4,51.3,53.3,31.6,49,19.5,16.8,37.2,30.2,64,42.5,57.9,42.9,27.3,6.9,10.4,61.5,53.5,40.4,27.5,62.7,76.754,79.764,1.836,"2,025",0,0,4.489,,71.8,74.5,1.101,1.117,3.6,Maryland Eastern Shore
323,Louisiana Monroe,99.9,118.9,0.119,0–1,0,1,52.9,53.3,42.3,23.3,16.4,14.9,20,28.6,59.6,48.6,47.2,41.2,41.7,5.6,5.7,50,48.1,32.7,40,60.5,78.118,81.497,2.461,"2,025",0,0,0.2,,63.6,64.3,1.029,1.089,2.772,Louisiana Monroe
324,Western Carolina,95.9,114.3,0.117,0–2,0,2,46.4,45.1,25.8,39.8,10.7,9.3,16.9,24.7,69.9,45.3,43.4,31.7,31.9,13.2,14.1,58.3,64.6,48.4,38.2,66.2,77.329,80.825,1.878,"2,025",0,0,0.213,,62.5,75.5,0.966,1.059,5.304,Western Carolina
325,Eastern Washington,93.5,111.6,0.116,0–3,0,3,48.4,52.7,22.3,43.9,19,17.5,20.7,38.5,64.8,49.1,52.7,31.1,35.2,9.1,2.7,55.1,46.8,28.7,32.9,65.5,77.3,79.211,1.894,"2,025",0,0,7.707,,77.1,75,0.921,1.168,10.24,Eastern Washington
326,Tennessee Martin,105.7,126.3,0.114,1–2,1,3,49.1,54.4,25.7,30.2,18.6,17.5,40.6,37.2,59.2,49.5,48.2,32.4,40.8,12,16.1,61.4,59.2,44.3,47.8,60.1,76.897,79.418,1.607,"2,025",0,0,0.2,,69.8,72.9,1.092,1.171,3.175,Tennessee Martin
327,Central Michigan,93.9,112.5,0.111,1–1,1,2,50,50.4,51.4,30.6,18.3,21,30.3,27.5,65.8,50,46.3,33.3,37,11.9,4.8,39.2,45.1,24.3,44.6,65.4,77.895,79.814,2.035,"2,025",0,0,0.2,,68.4,75.7,1.015,1.015,3.981,Central Michigan
328,Arkansas Pine Bluff,101,121.2,0.109,1–2,1,3,57.6,50.3,37.3,28.1,17.7,18.7,30,32.7,64.1,56.3,49.5,40,34.4,6.8,5.8,57.5,45.2,34.8,38.3,65.2,77.108,80.38,1.633,"2,025",0,0,0.2,,55.9,66,1.119,1.036,1.387,Arkansas Pine Bluff
329,Delaware St.,102.5,123.7,0.103,2–2,2,4,52.1,57.8,42.7,41.5,19.2,22.8,40.7,31.9,70.3,50.3,55.9,39.2,40.8,8.8,4.9,40.2,51.4,21.8,35.8,69.6,76.919,80.901,2.367,"2,025",0,0,0.2,,72,77.3,1.124,1.113,1.654,Delaware St.
330,Evansville,81.8,99,0.1,0–2,0,2,43,49.6,38.7,25.2,23.2,17.2,13.6,25.7,66.7,47.7,46.6,21.4,35.1,17.2,7.7,32.4,68.1,30.1,49.6,68.8,78.324,81.639,1.439,"2,025",0,0,13.004,,72.2,75.9,0.794,1.019,15.933,Evansville
331,Southern Miss,93.3,113,0.1,1–1,1,2,42.4,49.1,24.8,35.7,14.5,19.8,35,40.3,65.6,44.9,57.1,25.5,24.4,12.9,7.7,48.9,56.9,37.6,39.1,66.4,76.695,79.335,2.498,"2,025",0,0,27.039,,77.4,68.3,0.992,1.076,3.747,Southern Miss
332,Le Moyne,112.4,136.3,0.098,0–2,0,2,55,62.5,35.1,45.2,19.1,16.8,33.8,32.7,65.5,54.1,52.7,37.8,49,7.3,6.8,40.7,67.9,33.3,47.1,67.3,76.773,79.636,1.911,"2,025",0,0,8.778,,61.5,87.2,1.115,1.306,8.493,Le Moyne
333,Columbia,101.5,123.1,0.098,0–2,0,2,50.7,64.8,29,28,12.3,11,24.4,10.3,77.2,56.1,67.2,28.6,41.4,4.5,8.5,71,60.9,40.6,46.4,75.4,76.825,79.387,1.803,"2,025",0,0,8.93,,70,85.7,1.089,1.244,12.301,Columbia
334,Fairfield,88.5,107.5,0.097,1–3,1,4,46.9,50,22.3,24.1,16.3,20.9,19.9,33.3,71.9,53.3,48.7,22.1,34.7,12.3,6.1,43.8,58.3,31.8,38.2,69.2,75.95,80.095,2.179,"2,025",0,0,10.375,,74.1,78.3,0.928,1.029,6.302,Fairfield
335,North Florida,99.8,121.3,0.096,0–1,0,1,55.3,59.9,15.8,12.7,19.5,8.4,15.2,23.5,71.8,57.7,60.4,35.5,38.9,3.8,15.4,50,43.6,54.4,25.4,73.1,76.562,78.872,1.843,"2,025",0,0,0.2,,66.7,55.6,0.961,1.254,3.581,North Florida
336,Coppin St.,93.7,114.2,0.093,1–3,1,4,52.6,51.1,28.6,32.2,20.5,23,26.2,39.5,68.4,52.2,47.4,35.7,41.4,8,9.6,51.4,50.5,30.8,24.9,66.7,76.804,79.614,1.919,"2,025",0,0,0.2,,67.7,80,1.003,1.056,3.568,Coppin St.
337,James Madison,97.8,119.5,0.091,0–1,0,1,37.9,56.6,30.6,43.4,12.2,19.9,31.8,35.5,65.5,37.1,60,25.9,35.7,8,22.9,25,56,43.5,52.8,66.5,76.764,80.638,2.103,"2,025",0,0,22.469,,68.4,82.6,0.916,1.207,17.826,James Madison
338,South Dakota St.,91.4,111.7,0.091,0–2,0,2,39.8,55.4,47.5,30.6,16,13.9,30.6,19.4,71.8,45.1,51.7,21.3,39.3,8.3,14.1,61.9,40,39.8,50.4,71.3,77.176,80.923,1.029,"2,025",0,0,14.988,,66.1,78.4,0.912,1.135,6.378,South Dakota St.
339,Chicago St.,97.1,119.1,0.087,0–2,0,2,50.9,50,14.2,22.7,18,15,15.4,41.1,62.5,43.8,55.1,42.5,25.6,11.2,13.7,49,42.4,35.4,30.5,63.7,77.064,78.462,1.665,"2,025",0,0,6.202,,81.3,69,0.961,1.111,5.854,Chicago St.
340,Sacramento St.,98.1,120.5,0.086,0–3,0,3,46.7,63.4,25.3,28.7,19.1,17.5,26.7,24.7,64.7,49.5,62.2,28.4,43.3,6.7,8.1,55.9,57.6,40.4,42.7,65.4,76.901,80.351,1.424,"2,025",0,0,0.2,,73.8,66.7,0.958,1.179,7.364,Sacramento St.
341,Louisiana,93.1,114.8,0.083,1–1,1,2,45.6,51.9,23.7,31.5,14.3,19,26.8,36.1,59.3,47.2,48.7,28.6,40,11.5,9.7,34.8,48,36.8,27.8,59.6,76.207,78.847,2.185,"2,025",0,0,9.287,,66.7,70.6,0.968,1.079,2.342,Louisiana
342,Stonehill,99.3,122.6,0.081,1–1,1,2,51.9,57.7,39,27.9,20.1,17,31.8,29,64.8,46.8,50,39.5,48.6,4.1,8.1,60.9,41.8,41,33.3,63.2,77.101,79.514,1.609,"2,025",0,0,0.2,,78,71,1.088,1.157,2.917,Stonehill
343,Alcorn St.,94.1,116.8,0.077,3–2,3,5,48.2,52.1,29.3,29.1,16.6,19.1,32.9,28.2,64,50.9,50,26.5,37.2,8,4.2,43.7,52.5,24.3,35.1,62.4,75.406,78.558,1.963,"2,025",0,0,0.308,,69.5,60.3,1.022,1.019,1.406,Alcorn St.
344,Stetson,96.7,120.5,0.074,0–1,0,1,55.9,50,13.6,32.2,17.4,10.2,18.2,18.2,68.9,45.5,78.6,46.2,16.1,3.6,6.1,74.1,55.6,44.1,52.5,69.9,77.632,80.833,1.891,"2,025",0,0,16.987,,75,94.7,1.045,1.117,1.385,Stetson
345,Marist,88.9,111.2,0.071,0–4,0,4,38.9,48.6,15.1,34.3,18.6,17.4,35.9,28.2,61.9,44.1,41.6,20.4,41.1,11.7,9.7,56.6,49.4,39.1,34.8,63.3,76.707,78.944,1.529,"2,025",0,0,0.2,,83.3,72.2,0.868,1.034,4.476,Marist
346,Campbell,93.2,116.6,0.071,0–2,0,2,45.9,58.5,15.6,13.8,16,14.6,21.6,31.8,68.6,45.5,54.4,31.1,45,6.7,10.4,49,62.7,36.9,30.8,65.7,77.542,79.607,2.448,"2,025",0,0,7.673,,78.9,77.8,0.925,1.209,11.215,Campbell
347,Oral Roberts,93.3,117.3,0.067,0–2,0,2,44.7,52.7,26.2,15.4,18.2,12.7,21.2,37.8,63.1,48.1,47.9,27.5,39,9.9,7.7,51.3,59.6,49.5,45.4,64.2,76.386,80.045,1.844,"2,025",0,0,31.415,,77.8,80,0.896,1.213,14.465,Oral Roberts
348,Charleston Southern,93.8,118,0.067,0–2,0,2,45.1,56.3,23,34.8,20.5,15,35.2,35.5,63.5,50.8,54.9,25,40,2.4,10.8,33.3,33.3,42.5,26.8,65.2,77.265,80.307,2.299,"2,025",0,0,1.074,,69.2,76.9,0.945,1.229,11.732,Charleston Southern
349,NJIT,95.3,120.7,0.062,1–1,1,2,51.4,53,33.9,42.6,19.9,18.4,25.7,40.3,68,52.5,58.8,33.3,29.8,5.9,14.8,29.2,53.7,44,40.9,68.7,76.236,79.09,0.947,"2,025",0,0,0.2,,59.5,73.5,0.986,1.162,3.331,NJIT
350,Elon,107.4,136.6,0.059,0–2,0,2,54.3,57.1,30.5,34.5,16.9,10.5,28.8,37.5,62.2,54.5,52.2,36,42.3,11.9,10.9,52.1,52.6,47.6,43.7,65.6,79.526,83.443,1.732,"2,025",0,0,6.469,,81.3,63.4,1.126,1.303,5.987,Elon
