rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,ajdt
93,Miami FL,ACC,15-17,109.90319312813716,93,101.0417303397555,95,0.7244737443306933,93,15,17,6,14,14-Jun,0.667463724,0.47681051406841246,0.7685701211599347,0.667463724,0.47681051406841246,0.7685701211599347,0.7188117478105103,0.8193148014544651,109.4210600742266,101.75707308516176,109.4210600742266,101.75707308516176,108.3165120195417,100.84583811300357,109.76107759722406,106.38082885964499,0.5889743251640118,10,-0.034900866,1405,1487,1374.5125000000003,1.0221805913005517,1.0818381062376659,0,0.3,-5.285852942,117,263,68.66175656458147
94,Louisiana Tech,CUSA,22-10,107.70701738615324,133,99.04346973932968,62,0.7239904655765116,94,22,10,12,4,4-Dec,0.4303307466719384,0.43591000776046657,0.43344286729050563,0.4303307466719384,0.43591000776046657,0.43344286729050563,0.8735299670992336,0.836754967,103.6429421640787,104.3657033066533,103.6429421640787,104.3657033066533,109.50541200353908,100.39279129520327,107.14607180550283,98.48375523214422,0.7250131762352316,2,-0.038762407,1173,1041,1071.85,1.0943695479777955,0.9712179875915474,0,0.75,-4.341153172,102,272,65.62699716523527
95,Memphis,Amer,22-10,111.51014228849036,70,102.58093249058405,128,0.7230877634023605,95,22,10,11,7,7-Nov,0.6111398356184372,0.6061787413760087,0.6160050674211777,0.6111398356184372,0.6061787413760087,0.6160050674211777,0.7980702929328057,0.776784655,108.09591514192184,103.37980335053626,108.09591514192184,103.37980335053626,113.73559876990697,105.05638712512176,113.09912640449144,108.77380711172842,0.6102663907987553,4,0.10406843992196912,1480,1410,1303.65,1.135274038277145,1.0815786445748474,0,0.6111111111111112,-1.054624074,69,11,71.62313088807088
96,Massachusetts,A10,20-11,110.87606334060385,82,102.08393602944619,122,0.7211358956600658,96,20,11,11,7,7-Nov,0.525571623,0.3951266271173799,0.6003241511176356,0.525571623,0.3951266271173799,0.6003241511176356,0.8555286698218614,0.9231462989886315,105.53016725517028,104.65805463454085,105.53016725517028,104.65805463454085,111.45594631374759,101.80317191019877,97.7580379,95.05147686739836,0.5800267993477235,1,-0.027328434,1333,1255,1211.325,1.1004478566858604,1.036055558995315,0,0.6111111111111112,-4.603183135,106,246,68.26160584787654
97,Saint Joseph's,A10,21-13,110.62445336128144,85,102.02076986705762,118,0.7172972926459051,97,21,13,9,9,9-Sep,0.5478642298487643,0.39574207675351974,0.6257917914783883,0.5478642298487643,0.39574207675351974,0.6257917914783883,0.8161427926670101,0.8520524158120933,105.93477588497161,104.23076605095777,105.93477588497161,104.23076605095777,112.89654513238534,106.5770732284775,127.37466474409923,98.86954926073678,0.9485006343901662,2,-0.006296993,1366,1369,1249.2625,1.0934451326282506,1.0958465494641838,0,0.5,-4.443061068,103,186,68.30979683266303
98,George Mason,A10,20-12,108.74789043608664,108,100.33214481237339,86,0.7163200958502973,98,20,12,9,9,9-Sep,0.540822845,0.4136160492084692,0.6228902843773159,0.540822845,0.4136160492084692,0.6228902843773159,0.8328577677942801,0.8664868335903518,106.6355407276075,104.45283819854642,106.6355407276075,104.45283819854642,109.73854560064734,101.0648041186086,108.96829349043567,107.45392912246245,0.5401483281605387,1,-0.014265717,1237,1191,1152.4124999999997,1.073400366622195,1.0334841039992193,0,0.5,-4.555197093,105,218,63.769474750110334
99,Appalachian St.,SB,27-6,106.0136561257213,162,98.40552607215733,46,0.7019113079483246,99,27,6,16,2,16-2,0.4112807803101363,0.4169857881031439,0.40417047838237646,0.4112807803101363,0.4169857881031439,0.40417047838237646,0.8958985145399455,0.8847125794739475,104.95622971930565,107.2065750179167,104.95622971930565,107.2065750179167,105.79173312898602,96.36964625830078,201.33979670660895,148.35245919722962,0.9710310959543949,1,0.079866105,1375,1177,1256.575,1.094244275112906,0.9366730994966476,0,0.8888888888888888,-1.039070582,67,29,66.69599540997336
100,College of Charleston,CAA,27-7,113.33548175427543,53,105.21894059385491,178,0.7015213678244111,100,27.183403043532266,7.816596956467736,15,3,15-3,0.43489743197861946,0.4480902164422967,0.41529047346381415,0.44855110882414106,0.4480902164422967,0.41529047346381415,0.8796543912089286,0.8774687854685728,104.2241519,106.65833598170316,104.83988589857077,106.52264032613027,117.0591925,107.93531543629085,113.20146724067111,107.99907244390722,0.6320530635414574,1,0.072582751,1489,1303,1240.6,1.2002256972432694,1.050298242785749,0,0.8333333333333334,-1.611628866,75,38,69.95249064
101,Rutgers,B10,15-17,98.04478346238474,298,91.35890690134381,4,0.6925841858287656,101,15,17,7,13,13-Jul,0.7070042979648785,0.45993106709704373,0.838783729,0.7070042979648785,0.45993106709704373,0.838783729,0.662580117,0.8250878182749727,111.42774156805355,100.87522119195805,111.42774156805355,100.87522119195805,99.11823326127484,91.95780058854142,109.70565790076962,100.2372933281077,0.7384633967078649,16,0.042378205265961866,1289,1403,1382.35,0.9324700690852534,1.0149383296560206,0,0.35,-3.45134561,90,83,67.80813938096071
102,Stanford,P12,14-18,109.85697843390949,94,102.4409353,127,0.69078007,102,14,18,8,12,12-Aug,0.6675076309376029,0.47559039475253584,0.7555605788099211,0.6675076309376029,0.47559039475253584,0.7555605788099211,0.7386513428612924,0.862020269,109.06725903850915,101.19304612763177,109.06725903850915,101.19304612763177,112.76591730403022,102.26891132146655,116.98493503340559,108.57332682936168,0.7022683624325831,8,-0.055663942,1510,1546,1425.6749999999997,1.0591474213968823,1.0843986181983976,0,0.4,-7.026612194,141,295,69.51311419411617
103,St. Bonaventure,A10,20-13,111.0419655904598,80,103.67500652943907,145,0.6877115013907857,103,20,13,9,9,9-Sep,0.5582732059302266,0.4125791436637381,0.6385794265161722,0.5582732059302266,0.4125791436637381,0.6385794265161722,0.8182654625421094,0.8641374025383018,105.61869068095523,103.0955316245097,105.61869068095523,103.0955316245097,112.33433824701336,104.60331067337273,138.35110537633705,129.98354601628986,0.6720449032114071,2,0.007776511,1322,1277,1206.5375000000001,1.0956973985474963,1.0584005884607812,0,0.5,-4.778303995,110,154,65.39231310617772
104,Belmont,MVC,20-13,109.04930008583271,106,102.0772331,121,0.681312297,104,20,13,12,8,8-Dec,0.5266549981155564,0.448088291,0.5771287653608519,0.5266549981155564,0.448088291,0.5771287653608519,0.8260591326453893,0.8366131273274273,106.86682136136235,104.44542375304182,106.86682136136235,104.44542375304182,111.28457924104936,102.33327373092794,106.1010948,116.06177257385148,0.26271642153205066,4,-0.007459033,1535,1474,1412.0874999999999,1.0870431187869025,1.0438446626005826,0,0.6,-5.198809004,116,190,71.13027076
105,Oklahoma St.,B12,20-Dec,108.77451987436575,107,101.82778596347957,110,0.6811218500939085,105,12,20,4,14,14-Apr,0.670414316,0.4015195238433027,0.8569286980663856,0.670414316,0.4015195238433027,0.8569286980663856,0.6883283744709042,0.8962552517627572,109.45101383073161,100.55959044695337,109.45101383073161,100.55959044695337,111.23978845018412,103.68428123875795,117.65005334995413,110.91618671432612,0.6632490362174082,15,-0.08453026,1230,1392,1222.4375000000002,1.006186410348177,1.138708523,0,0.2222222222222222,-7.528297678,151,344,67.05797546232267
106,Charlotte,Amer,19-12,108.60088023939814,112,101.7668919385662,107,0.678620395,106,19,12,13,5,13-5,0.5380525790677162,0.5036987903753382,0.566175857,0.5380525790677162,0.5036987903753382,0.566175857,0.8370449901477229,0.8248232465983825,106.79550047257591,104.12898253958926,106.79550047257591,104.12898253958926,111.66365703140524,103.00188798373046,98.80485900104357,108.51769989458272,0.2538250482466283,1,-0.000920911,1253,1214,1138.5375,1.1005346771625881,1.066280205965987,0,0.7222222222222222,-4.968849125,112,174,62.422535611629705
107,Arkansas,SEC,16-17,109.49932113868562,100,102.65386812163447,130,0.6775179406720935,107,16,17,6,12,12-Jun,0.6815060455672406,0.535213707,0.7914201500603096,0.6815060455672406,0.535213707,0.7914201500603096,0.7133140407656777,0.8293608735778127,111.52335492475775,102.33746967614647,111.52335492475775,102.33746967614647,108.80448079364152,102.58027970661405,115.7301019882177,105.81371086219019,0.7369503458058806,12,0.022471844776611072,1340,1475,1309.1499999999999,1.0235649085284346,1.1266852537906276,0,0.3333333333333333,-4.793120685,111,118,70.62396874806623
108,Northern Iowa,MVC,19-14,108.63763904509284,111,102.25978549175642,124,0.6672484958509955,108,19,14,12,8,8-Dec,0.5777093086912958,0.54412224,0.5775573418077797,0.5777093086912958,0.54412224,0.5775573418077797,0.8019798468674234,0.7754072106306957,107.49651688110374,103.29394657427736,107.49651688110374,103.29394657427736,107.9194336,103.41568905878862,120.41069385470963,116.53153092927671,0.593049012,6,0.026598095,1426,1412,1347.3625000000002,1.058364026013786,1.047973355351659,0,0.6,-5.028732826,113,110,66.46073882047571
109,UAB,Amer,23-11,112.72906097974706,59,106.28171662278348,197,0.6631315146251813,109,23.21311962079466,11.786880379205341,12,6,6-Dec,0.5745088160327843,0.4908368436516961,0.6328878782136161,0.5832101106454697,0.4908368436516961,0.6328878782136161,0.8200539971806847,0.8622104944039702,107.65799324290379,103.75248236285091,107.77204215065609,103.46169667515767,111.29792049858168,104.61513530145822,130.47441337118943,120.84882643613147,0.7070962151319682,3,0.10597500401080562,1389,1359,1265.1250000000002,1.0979152257682046,1.0742021539373579,0,0.6666666666666666,-2.734815104,85,10,67.73344576774716
110,Vermont,AE,28-6,104.52302118525832,191,98.68434763085935,52,0.6594920547994515,110,28.13211817438371,6.867881825616289,15,1,15-1,0.3881555691244954,0.46599594042142495,0.33229418012846823,0.403554787,0.46599594042142495,0.33229418012846823,0.8898222376599687,0.8561559469172878,102.96839127123468,106.45322171913197,103.50865418770212,106.16158187768855,104.13981517399095,95.78778878657256,95.92490463953723,105.4697951427592,0.2514529566068611,2,0.099399499,1154,975,1074.025,1.0744628849421567,0.9078000977630873,0,0.9375,-1.241631742,71,15,63.30806855489165
111,Cornell,Ivy,22-7,111.38128252944173,72,105.22974627375058,179,0.6577655751689994,111,22,7,11,3,3-Nov,0.4460019858598907,0.3976923056474101,0.4730188965890149,0.4460019858598907,0.3976923056474101,0.4730188965890149,0.8633827147801966,0.8594978165600518,104.48419420763041,105.09542046136141,104.48419420763041,105.09542046136141,112.91745131452248,105.18793213712952,116.27302421851584,113.90863028737627,0.5587920538578326,1,0.099877279,1123,1017,972.8249999999998,1.1543700048826873,1.045408989283787,0,0.7857142857142857,-1.487168512,74,14,71.46162488075487
112,Hofstra,CAA,20-13,107.9003565606971,124,102.00390711584511,117,0.6561685624610128,112,20,13,12,6,6-Dec,0.47288692860086945,0.5398551036308286,0.4200008785149794,0.47288692860086945,0.5398551036308286,0.4200008785149794,0.855051912,0.7879115401150549,106.49810805360488,106.83969246123023,106.49810805360488,106.83969246123023,107.92716545434754,104.33902916900247,110.9981622307813,106.40049052970272,0.6192791620238931,3,-0.035388639,1316,1213,1182.7875000000001,1.1126258943385856,1.0255434725172525,0,0.6666666666666666,-6.41111991,133,266,65.58714320101552
113,Western Carolina,SC,22-10,107.71047143463218,132,101.91423601469185,113,0.6538768664059201,113,22,10,11,7,7-Nov,0.4035363958823181,0.35038935339788235,0.4347532904662168,0.4035363958823181,0.35038935339788235,0.4347532904662168,0.9016382394826095,0.9107753829662306,104.26525490503934,106.88589274492121,104.26525490503934,106.88589274492121,108.58046884880748,102.4523400692097,0,0,0,0,-0.014293971,1380,1261,1241.925,1.1111782112446404,1.015359220564849,0,0.6111111111111112,-5.319525326,119,219,66.80373158467616
114,Michigan,B10,24-Aug,109.96920943929504,92,104.35098232052673,153,0.6463570336396611,114,8,24,3,17,17-Mar,0.7733956516113658,0.6417396026821177,0.8460498539269039,0.7733956516113658,0.6417396026821177,0.8460498539269039,0.6321798952315603,0.7428254460201242,113.25456736385183,99.52890157411862,113.25456736385183,99.52890157411862,109.51404079856381,104.8075328983922,115.84214994515122,107.12410899798522,0.7109011930374822,17,-0.083357799,1361,1592,1366.8874999999998,0.9956927691562035,1.1646898519446554,0,0.15,-9.171070973,184,343,67.39027037914299
115,California,P12,13-19,107.83387227274076,128,102.66819109647459,131,0.6374998207494628,115,13,19,9,11,11-Sep,0.6880003910314156,0.5284736120096155,0.7756011355423486,0.6880003910314156,0.5284736120096155,0.7756011355423486,0.7255596146061282,0.8424369310872056,109.67321258931325,100.98447454887715,109.67321258931325,100.98447454887715,107.94269557795853,101.31372982054341,116.45196088387551,111.82160302981805,0.6145791174279165,10,-0.022953049,1455,1543,1432.3875000000003,1.0157865800979133,1.0772224694784056,0,0.45,-7.503802087,149,236,68.35064628
116,Southern Illinois,MVC,19-13,108.52276390468184,113,103.36771204399568,141,0.6363771108622155,116,19,13,11,9,9-Nov,0.5048151957151426,0.3443324424777476,0.5952421288085439,0.5048151957151426,0.3443324424777476,0.5952421288085439,0.8507397333897017,0.9252060531379118,105.8495402138389,104.81390848796678,105.8495402138389,104.81390848796678,106.55659831218445,103.5558728,104.4164462872393,110.01949125331026,0.3540900105496635,3,-0.015448435,1372,1401,1322.1125000000002,1.0377331732360142,1.0596677665478542,0,0.55,-6.302316196,129,223,64.21311004
117,UT Arlington,WAC,20-14,108.20752675131351,119,103.08775706678578,135,0.6358526711514582,117,20,14,13,7,13-7,0.47169724229151866,0.514532518,0.4309613903790919,0.47169724229151866,0.514532518,0.4309613903790919,0.8294576930501715,0.704728486,104.85564208740998,103.93634214122872,104.85564208740998,103.93634214122872,107.1772556313849,101.16617011783464,101.15218105582903,104.53048605124452,0.40665633906842513,5,-0.03096486,1560,1437,1465.9125,1.0641835716661125,0.9802767900539767,0,0.65,-6.397136263,132,254,70.78098771655371
118,Santa Clara,WCC,20-13,108.37859902459442,116,103.3244624635587,140,0.6339498683915428,118,20,13,10,6,6-Oct,0.5348568662975278,0.5334611894512491,0.5249325885118692,0.5348568662975278,0.5334611894512491,0.5249325885118692,0.7888066402637859,0.8019234235105052,106.70099389927003,104.52183240792608,106.70099389927003,104.52183240792608,108.23913231558204,103.77851467935453,131.3988093530732,128.37090111844822,0.5666271397575997,8,0.057165129,1212,1140,1098.4750000000001,1.103347823118414,1.0378024078836567,0,0.625,-3.82678134,95,64,69.03202216129982
119,Davidson,A10,15-17,104.68812757733033,186,99.85381796684828,77,0.6326731384165367,119,15,17,5,13,13-May,0.5591043817549942,0.4401826632232811,0.650718898,0.5591043817549942,0.4401826632232811,0.650718898,0.8090867240619711,0.8367206304530715,106.98106332146976,102.67092491297575,106.98106332146976,102.67092491297575,104.39164718429112,100.48522407632016,120.50534449958562,125.88232173267211,0.3770674338990013,3,-0.075511614,1232,1251,1215.25,1.013783172186793,1.029417815264349,0,0.2777777777777778,-8.677220458,174,333,65.44663252271951
120,Troy,SB,20-12,106.67698084504303,148,101.8215392297248,109,0.6308145717876722,120,20,12,13,5,13-5,0.3973606961497171,0.3943654692633425,0.3983004885278399,0.3973606961497171,0.3943654692633425,0.3983004885278399,0.898771291,0.8712534476733788,103.93022123160239,106.20604627905556,103.93022123160239,106.20604627905556,108.09300288791691,101.00332293354023,111.0335137177367,110.66915145916431,0.5094488509939441,1,-0.069965565,1401,1265,1279.45,1.0950017585681346,0.9887060846457462,0,0.7222222222222222,-7.31464982,146,324,69.59656781
121,UNC Wilmington,CAA,21-10,112.51747185225987,62,107.91486267964873,231,0.6178205860206181,121,21,10,12,6,6-Dec,0.42916058427896847,0.4334300439089418,0.4192109488256579,0.42916058427896847,0.4334300439089418,0.4192109488256579,0.8797438565426421,0.8468056280367539,105.01870946054463,106.10283782462314,105.01870946054463,106.10283782462314,113.15128250464262,108.83215400229098,108.74379440880809,80.32537826488026,0.9702132838292253,1,0.034128281,1376,1253,1179.625,1.166472395888524,1.0622019709653492,0,0.6666666666666666,-4.663667166,108,98,65.09343593013583
122,High Point,BSth,25-8,114.09879084486585,45,109.5001707701802,265,0.6161156449840455,122,25,8,13,3,13-3,0.3627387517128185,0.34547605154677147,0.37841273632529404,0.3627387517128185,0.34547605154677147,0.37841273632529404,0.9231062242548393,0.9183666346268564,102.87337988928375,107.70485315987052,102.87337988928375,107.70485315987052,115.16387014441614,110.41377425917851,0,0,0,0,0.033791438,1343,1217,1138.3125,1.179816614506122,1.0691264481414375,0,0.8125,-4.1741558,99,101,68.48338864095845
123,Georgia Tech,ACC,14-18,107.95338693241692,122,103.85681742271609,147,0.609424284,123,14,18,7,13,13-Jul,0.709439469,0.583490612,0.7838992886499808,0.709439469,0.583490612,0.7838992886499808,0.7081673262157335,0.7817726049762727,109.97372148361985,100.36689714184722,109.97372148361985,100.36689714184722,110.24265448678243,104.8208235,122.70802290380047,109.80979504815906,0.7819671566402753,11,0.064398532,1404,1538,1369.8500000000001,1.0249297368324999,1.1227506661313282,0,0.35,-5.704964352,122,49,67.42839144489406
124,UC San Diego,BW,21-11,110.76799480543477,84,106.58248770478313,204,0.6089652039759418,124,21,11,15,5,15-5,0.3971050470388817,0.3870204421614787,0.40315580996532374,0.3971050470388817,0.3870204421614787,0.40315580996532374,0.8957906229380227,0.8722500808886688,102.63645305768274,105.8262626082122,102.63645305768274,105.8262626082122,113.96648793692054,107.31092474602114,125.86579692809708,124.30722667922385,0.5357616185043611,2,-0.017179855,1537,1395,1341.6625000000001,1.1455936198559622,1.0397547818471484,0,0.75,-6.162469664,128,230,65.28269817786354
125,West Virginia,B12,23-Sep,108.70773218945106,110,104.61761008084088,160,0.608506065,125,9,23,4,14,14-Apr,0.7462909611412666,0.5800249870191962,0.8604903005503152,0.7462909611412666,0.5800249870191962,0.8604903005503152,0.6686415374340239,0.8279703370746596,111.15215784382346,99.02455439148142,111.15215784382346,99.02455439148142,110.38289239067727,106.76892782256995,120.6249860726605,116.89666738729532,0.589295789,17,-0.063546301,1261,1465,1262.0625,0.9991581241024118,1.1607982964393602,0,0.2222222222222222,-9.45688754,193,311,68.32697934509368
126,Arizona St.,P12,14-18,103.10940349070329,216,99.26049944588726,67,0.6076615638488382,126,14,18,8,12,12-Aug,0.7226791844478574,0.6322636923722343,0.7664481539246264,0.7226791844478574,0.6322636923722343,0.7664481539246264,0.7051650922919325,0.7729889326596298,110.80271362142987,100.2806336661153,110.80271362142987,100.2806336661153,107.0344550808151,100.93372485318412,104.21519356036491,106.38780434019286,0.44095682909072326,12,0.069642929,1416,1513,1403.9250000000004,1.0086008867995082,1.077692896700322,0,0.4,-5.643869733,121,42,68.98758604454065
127,Notre Dame,ACC,13-20,101.86493315697237,237,98.13330288547034,41,0.6056804883012137,127,13,20,7,13,13-Jul,0.6765577841143077,0.49096967997930635,0.7724982190927354,0.6765577841143077,0.49096967997930635,0.7724982190927354,0.71075223,0.7802912013198149,110.01275509215307,101.38705057238174,110.01275509215307,101.38705057238174,102.40602079354476,95.53568838869396,106.84162452607531,108.80867666239664,0.44774151992747824,10,-0.013536512,1268,1327,1302.4125000000001,0.9735778795120592,1.0188784275335194,0,0.35,-7.754429237,154,217,64.23099267
128,Drexel,CAA,20-12,107.05926967284151,142,103.23743646414465,139,0.6030134702368911,128,20,12,13,5,13-5,0.43448805255521866,0.4457508268774983,0.4222345768561107,0.43448805255521866,0.4457508268774983,0.4222345768561107,0.8823095368791012,0.865184483,104.33217198681504,106.64804482233822,104.33217198681504,106.64804482233822,110.69538109535304,105.30740613744935,112.37151072396941,88.59042540363149,0.9390346403103659,1,-0.009571888,1341,1212,1175.9875,1.1403182431786052,1.0306231996513568,0,0.7222222222222222,-6.552330853,134,197,64.46284772385145
129,Seattle,WAC,19-14,103.72762145788971,208,100.05838438366774,80,0.6020867845415673,129,19,14,11,9,9-Nov,0.4458060829826845,0.4442760472707594,0.4342760757277039,0.4458060829826845,0.4442760472707594,0.4342760757277039,0.8816467400005842,0.867718361,102.96220135230072,104.81730851496576,102.96220135230072,104.81730851496576,101.38421676735383,101.68939001694145,0,0,0,0,-0.058247881,1435,1372,1398.6625000000004,1.0259801774909956,0.9809371453084641,0,0.55,-8.363565888,169,303,66.74095679
130,Sam Houston St.,CUSA,21-12,105.46232289687451,173,101.95305499002342,115,0.5960840641327917,130,21,12,13,3,13-3,0.44906691684453187,0.4586062276237311,0.4491910464314354,0.44906691684453187,0.4586062276237311,0.4491910464314354,0.8647060012501943,0.8265778615254488,102.99860289343684,103.74916066729206,102.99860289343684,103.74916066729206,108.58238444778239,102.50520688108719,99.37918541,116.55424861036991,0.13785007778343336,1,0.022774552274270166,1163,1075,1081.1000000000001,1.0757561742669501,0.9943575987420219,0,0.8125,-5.73643662,123,115,67.66225443400447
131,Akron,MAC,24-10,105.0332180128205,176,101.54835070276565,103,0.5958080296755504,131,24.101467445825723,10.898532554174277,13,5,13-5,0.4106536680305231,0.5187521260183262,0.32575953479727393,0.42545908219278233,0.5187521260183262,0.32575953479727393,0.8740029173912581,0.8181158248305784,103.88458482956085,106.60362313970998,104.39110216236743,106.29610051562081,107.75419996995052,103.62347568765479,102.1696581057002,104.28715291827193,0.4412958705054217,2,0.054192468,1334,1183,1190.2,1.1208200302470173,0.9939505965383969,0,0.7222222222222222,-4.511450714,104,68,65.69762554933868
132,Western Kentucky,CUSA,22-11,105.19640567761577,175,101.79470360040095,108,0.5933947785583776,132,22.095029692003088,11.90497030799691,8,8,8-Aug,0.38872898053703114,0.3254466590393262,0.449520585,0.4047333033085925,0.3254466590393262,0.449520585,0.8949790995740086,0.9251988246455535,102.54476224864604,105.45901622943991,103.07300189179095,105.10856990953799,106.7185236364478,105.36097350185815,0,0,0,0,-0.009322443,1282,1219,1203.1125000000002,1.0655695124105184,1.0132053320034493,0,0.5,-6.568915911,135,195,75.05786977454325
133,Morehead St.,OVC,26-8,106.66912439039947,149,103.37801336768342,142,0.5891381356083565,133,26.108026238211874,8.891973761788128,14,4,14-4,0.3062117458636046,0.41266108846664673,0.2208063738171636,0.3238090424919048,0.41266108846664673,0.2208063738171636,0.8828505404242296,0.7968947873392914,102.0075572184887,108.17918196029255,102.7596682946484,107.95041094003984,107.79265203102345,105.0337998,101.01573196867278,110.82436611881182,0.2562198682585372,2,0.033817748,1321,1115,1164.4875,1.13440462,0.9575027640914995,0,0.7777777777777778,-3.370789193,88,100,64.27894256033368
134,Wichita St.,Amer,15-19,104.65510402538342,188,101.4654123390793,101,0.5880598883210664,134,15,19,5,13,13-May,0.5614930277301481,0.5016413099560004,0.5965286712168761,0.5614930277301481,0.5016413099560004,0.5965286712168761,0.8371436348924126,0.8658606456618897,107.8057936763372,104.43795352942732,107.8057936763372,104.43795352942732,103.94666947393165,102.21074756309652,132.73024322666328,127.77476796753973,0.6076803194698945,2,-0.078611846,1277,1333,1252.9624999999999,1.0191845326576017,1.0638786076997517,0,0.2777777777777778,-11.13769891,227,339,68.06031488416858
135,Missouri,SEC,24-Aug,107.99369608173853,121,104.76102692689489,166,0.5864955697356331,135,8,24,0,18,0-18,0.6794766528465859,0.492102319,0.8104092443328326,0.6794766528465859,0.492102319,0.8104092443328326,0.6895581494809975,0.782211793,111.05201651100997,102.21939803230943,111.05201651100997,102.21939803230943,108.76585585225874,106.5406220367097,112.17755952514055,105.46384066731426,0.6703393749399281,12,-0.130817807,1255,1447,1232.3750000000002,1.0183588599249416,1.174155593873618,0,0,-11.33570066,231,358,66.62729366457904
136,Arkansas St.,SB,18-16,112.80219385428526,57,109.46746568078936,261,0.5854280140609396,136,18,16,11,7,7-Nov,0.4875596013355533,0.524889566,0.4282542587546324,0.4875596013355533,0.524889566,0.4282542587546324,0.8461105580753393,0.7856154428966151,105.27652028375594,105.38085487508424,105.27652028375594,105.38085487508424,114.28364639691887,112.58247688484646,96.29111887236115,102.62832553644388,0.32453989342340933,3,-0.042205612,1459,1383,1265.6875,1.1527331983605749,1.0926867808997087,0,0.6111111111111112,-8.814349137,176,277,67.97702706904693
137,Oakland,Horz,23-11,107.81915376686027,130,104.64254288267671,163,0.5851397586536637,137,23.143951119577192,11.856048880422808,15,5,15-5,0.4437798713899726,0.6446512312731275,0.342955497,0.45662836904938303,0.6446512312731275,0.342955497,0.8398666176862759,0.679294431,105.61453899872052,107.76496434345633,106.11158616909866,107.60715626695624,106.98424090828381,107.05785732918291,123.41350880495571,114.06295125422747,0.7121985470091158,6,0.063769525,1578,1459,1400.25,1.1269416175682914,1.0419567934297447,0,0.75,-4.187726768,100,51,66.76949268874063
138,South Dakota St.,Sum,22-12,107.55771457159292,137,104.45569605085217,154,0.5833504048368463,138,22.05750094399225,12.942499056007751,12,4,4-Dec,0.38689345943240877,0.44026077981200473,0.340838753,0.4032177797260018,0.44026077981200473,0.340838753,0.8911039554533559,0.8773335136605369,104.21606011065467,107.33292305016623,104.51088460603668,106.68331171077529,108.19191132724676,107.34925066819561,105.2103468252183,116.7734486585661,0.23162613573421026,1,-0.02510051,1263,1162,1108.6999999999998,1.1391720032470463,1.0480743212771717,0,0.75,-7.424978567,148,241,67.89605181379817
139,Youngstown St.,Horz,22-10,106.63227180142424,150,104.16271071282094,150,0.5669622968749837,139,22,10,14,6,14-6,0.3333676535471092,0.31239934347364523,0.34473594204137487,0.3333676535471092,0.31239934347364523,0.34473594204137487,0.9132391797443837,0.8819129033727952,103.62588669337255,109.23078354176121,103.62588669337255,109.23078354176121,108.98640256444287,104.10457734669932,114.10549355502744,101.63985697003372,0.7909081131468666,1,-0.012981269,1633,1430,1419.1625000000001,1.150678657306686,1.0076365462024257,0,0.7,-5.983712465,127,211,68.83519409783864
140,Louisiana Lafayette,SB,19-14,104.94735316572627,179,102.58111458982235,129,0.5651910934157843,140,19,14,10,8,8-Oct,0.43357619709983997,0.44040817951768313,0.43330115970631805,0.43357619709983997,0.44040817951768313,0.43330115970631805,0.8848441803674691,0.863302821,104.93487451890525,106.5484807567689,104.93487451890525,106.5484807567689,103.89245409902207,101.73954999043394,0,0,0,0,-0.034434891,1335,1295,1286.2124999999999,1.0379311350185139,1.006832075,0,0.5555555555555556,-8.487641988,171,259,68.48856598870076
141,UNC Greensboro,SC,21-11,108.73803238893787,109,106.34950687160361,198,0.563510879,141,21,11,12,6,6-Dec,0.42906133761760595,0.406082991,0.44460531992925706,0.42906133761760595,0.406082991,0.44460531992925706,0.8807445518564446,0.86473595,104.4338745645979,106.44025903823679,104.4338745645979,106.44025903823679,110.90992187306834,105.81203662863501,70.51119785100104,95.87505859539526,0.028369667,1,0.044789624,1339,1249,1191.2625,1.1240175863841932,1.048467487224688,0,0.6666666666666666,-5.568440572,120,77,64.70881527948573
142,Towson,CAA,20-14,102.29910026253239,225,100.2814769552262,84,0.5570205068822506,142,20,14,11,7,7-Nov,0.4609469635286576,0.4801153200284276,0.43943191235288664,0.4609469635286576,0.4801153200284276,0.43943191235288664,0.8539860661863986,0.7948796153100599,105.62407245337968,106.45659618920425,105.62407245337968,106.45659618920425,103.63259109993379,100.65939380203913,116.29104608095524,117.7566342647865,0.464055594,3,0.006067173,1225,1139,1143.2625,1.0714949541334557,0.9962716349044948,0,0.6111111111111112,-7.258694458,145,158,62.12487989784003
143,St. Thomas,Sum,20-13,106.77369634760868,147,104.70391661716071,165,0.5560418955783505,143,20,13,9,7,7-Sep,0.3271858097883439,0.29344867375655975,0.3441814812395086,0.3271858097883439,0.29344867375655975,0.3441814812395086,0.9170021662247999,0.9013500058192956,103.1916636509818,108.7126258442617,103.1916636509818,108.7126258442617,109.42704735984444,105.99291742909891,123.79336751359304,105.83667027592803,0.8584216746039637,1,-0.093732642,1204,1094,1046.7875000000001,1.1501856871619118,1.0451022772052587,0,0.5625,-9.10928026,181,349,62.86577465828129
