,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
172,Murray St.,101.5,101.7,0.494,5–6,5,11,45.9,49.2,38.3,35.7,16.4,17.5,30,27.1,64.2,44.9,48.9,31.6,33.3,8.3,10.5,47.7,39.2,40.3,30.6,64.8,76.777,78.696,2.769,"2,025",0,0,12.13,,75.9,70.5,1.022,1.018,13.486,Murray St.
173,Virginia Tech,104.6,104.9,0.492,4–6,4,10,52.7,53.9,25.4,28.4,19.6,16,26.6,28.7,64.9,52.9,56.4,35,33.2,7.2,9.1,50.2,59.1,43.8,38.3,65.9,77.334,80.432,1.344,"2,025",0,0,44.562,,69.8,77.6,1.027,1.118,27.845,Virginia Tech
174,Miami FL,109.8,110.2,0.49,3–7,3,10,50.5,56.5,22.6,28.8,16.2,15.1,26.9,32.4,68.4,53.9,54.3,29.7,39.9,9.7,7.3,47.1,57.9,36.3,39.9,68.2,77.812,80.412,2.021,"2,025",0,0,55.277,,74.3,76.2,1.039,1.179,34.315,Miami FL
175,Rhode Island,112.3,112.8,0.487,3–6,3,9,56.6,54.4,35.1,27.1,18.4,15.7,24.3,28.8,70.1,57.3,51.5,37.1,38.4,9.5,8.1,48.2,52,39.1,46.4,69.7,77.332,80.882,2.25,"2,025",0,0,20.943,,67.8,76.5,1.095,1.129,17.695,Rhode Island
176,East Tennessee St.,103.7,104.2,0.486,7–3,7,10,49.6,49.3,37,25.7,14.9,17.4,29,28.1,63.7,48.6,46.1,34.1,35,14.4,8.6,48.7,53.1,39.6,49.4,64,76.589,79.827,2.459,"2,025",0,0,9.656,,69.5,67.4,1.062,1.021,8.472,East Tennessee St.
177,Iona,104.7,105.3,0.484,7–3,7,10,52,49.8,24,32.8,18.8,20.4,37.6,28.9,67.6,51.4,53.3,35.4,30.2,10.7,12.3,61.8,64.8,36,43.4,68,76.454,79.746,1.696,"2,025",0,0,5.896,,69.8,71.9,1.083,1.005,4.571,Iona
178,Davidson,106.3,107,0.481,3–8,3,11,48.5,51.3,26.2,25,15.5,15.5,25.4,29.5,64.6,51.3,52.3,29.8,33.3,8.6,9.2,56.1,50.2,42.2,41.3,65.1,78.581,81.165,1.697,"2,025",0,0,12.588,,79.8,72.8,1.03,1.075,19.323,Davidson
179,Cleveland St.,105.4,106.1,0.481,4–5,4,9,49.3,51.6,28.1,40.5,17.3,21.4,33.3,34.8,66.4,51.1,48.5,30.4,37.7,14.4,5.1,52.3,54.7,33.7,38,66.4,76.339,79.842,2.078,"2,025",0,0,0.2,,74.8,72.8,1.059,1.054,6.653,Cleveland St.
180,James Madison,112.4,113.4,0.475,7–3,7,10,50.8,49.8,33.3,34.5,12.8,16.4,32.4,38.3,63.2,50,48.1,34.5,35.7,8.3,8,42.9,37.9,46.7,31.4,63.3,76.764,80.638,2.103,"2,025",0,0,22.469,,77.6,75.5,1.16,1.124,7.135,James Madison
181,Boston College,102.1,103.2,0.469,3–8,3,11,47.7,50,29,35.6,16.5,16.1,25.2,32.9,67.1,47.1,50.1,32.5,33.2,10.3,7.8,45.5,46,35.8,34.9,67.5,76.874,79.675,1.655,"2,025",0,0,40.091,,70.8,70.4,0.986,1.084,25.552,Boston College
182,Georgia St.,112.8,114.1,0.467,6–5,6,11,54.8,47.4,35.6,25.9,14.8,12.6,30.9,33.8,68.3,53,47.2,39.2,31.8,9.3,5.8,40.8,50.7,30.9,40.4,69,78.217,80.817,2.035,"2,025",0,0,29.534,,69,71.1,1.149,1.088,7.14,Georgia St.
183,Southern Illinois,107.8,109.2,0.463,4–7,4,11,54,52.1,32.8,31.7,17.6,12.8,28.4,26.8,66.8,50.5,50.3,40.5,36.5,8.2,7.3,51.2,53.6,34.7,41.9,67.5,77.801,79.638,1.53,"2,025",0,0,37.238,,66.3,69.6,1.071,1.124,13.839,Southern Illinois
184,Temple,113.9,115.4,0.463,4–6,4,10,50.3,53.7,44.8,38.1,13.9,13.7,30.1,33.2,66.2,47.9,55.5,37.5,33.5,8.3,9.2,39.8,55.5,28.9,34.1,66.5,77.677,80.299,1.812,"2,025",0,0,34.509,,75.8,71.7,1.125,1.171,14.384,Temple
185,Denver,100.7,102.3,0.455,3–6,3,9,52.3,53.1,32.1,52.4,20.3,18.7,28.2,26.4,68.1,52.8,50.2,34.2,38.5,11.8,6.8,38.2,45.5,32.3,38.4,67.3,76.356,79.985,1.39,"2,025",0,0,0.2,,76.3,68.4,1.035,1.065,11.646,Denver
186,SIU Edwardsville,104,105.8,0.451,8–3,8,11,50.5,45.6,35.5,28.9,17.1,16.1,32.7,29,66.8,49.5,45,34.8,31.1,11.6,8,52.7,44.2,34.9,34.4,66.7,77.165,80.792,2.225,"2,025",0,0,7.282,,68.9,70.6,1.08,0.981,4.092,SIU Edwardsville
187,Youngstown St.,109,111.1,0.445,6–3,6,9,53.9,50.3,37.4,33.1,17.9,17,33,31.9,70.1,56.4,51.8,34,31.9,13.2,5.7,50.4,52.5,46.3,38.6,70.3,76.846,80.675,2.266,"2,025",0,0,12.405,,79.5,72.8,1.137,1.075,6.603,Youngstown St.
188,Montana St.,107.5,109.6,0.445,5–4,5,9,55,48.3,36.3,30.9,14.3,13.3,21.4,29.9,65.2,56.6,48.4,35.1,32.1,10.1,6.6,51.3,45.9,39.9,30.2,65.7,78.431,80.17,2.572,"2,025",0,0,22.065,,71.3,73,1.109,1.07,7.975,Montana St.
189,Charleston,104.8,107,0.441,7–3,7,10,53.4,51.3,35.8,22.8,15.4,16.1,25.9,27.2,67.9,54.1,52.1,34.8,33.5,7.6,8.5,57,55.9,39.6,41.9,67.8,77.2,80.77,2.093,"2,025",0,0,0.2,,63.5,74.3,1.08,1.054,8.538,Charleston
190,Ohio,108.3,110.6,0.44,5–6,5,11,54,52.2,33.9,35.7,13.5,16.6,20.7,27.6,70.7,53.7,52.6,36.3,34.4,4.9,7.9,49.7,44.3,40.9,33.3,70.1,76.005,78.852,2.025,"2,025",0,0,17.486,,77.9,75.2,1.107,1.09,8.655,Ohio
191,UNC Greensboro,104.4,106.7,0.438,6–4,6,10,50,48.2,30.6,39.1,13.6,15.7,28.9,26.2,64.8,49.6,45.4,33.8,34.4,10.8,6.3,47.2,41.3,39.1,45.3,64.7,76.559,79.782,2.55,"2,025",0,0,0.2,,73.3,73,1.087,1.039,7.228,UNC Greensboro
192,Tennessee St.,105.9,108.3,0.436,7–4,7,11,52.7,48.2,46.5,38.7,19.9,17.4,33.7,28,68.6,52.4,47.8,35.5,32.7,12.9,10.6,48.6,50.8,33.8,39.1,69.1,77.735,80.176,2.111,"2,025",0,0,11.019,,71.7,68.2,1.09,1.008,5.026,Tennessee St.
193,Samford,109.8,112.3,0.436,5–5,5,10,52.1,56.3,29.3,51.9,16.7,22.2,36.2,30.9,72.6,52.6,53.7,34.3,39.3,10.8,13.6,51.6,59.9,47.4,49.4,73.4,76.608,79.83,1.714,"2,025",0,0,19.421,,72,70.5,1.136,1.09,8.841,Samford
194,UTEP,103.1,105.5,0.434,2–8,2,10,46.3,52.1,37.1,39.9,15,18,25.7,29.8,70.2,48.6,50.9,28.1,35.9,7.6,11.8,48.2,56.2,34.9,40.6,70,76.865,79.417,2.154,"2,025",0,0,8.479,,69.1,65.2,0.999,1.054,17.538,UTEP
195,Central Connecticut,101.8,104.2,0.433,10–0,10,10,56.5,48.1,27.2,18.6,16.8,18.9,25.4,24.6,66.9,56,51.5,38.2,29.1,11.9,6.6,48.9,53.3,35.3,42.8,67.5,75.571,79.544,2.408,"2,025",0,0,0.2,,83,66.1,1.127,0.941,1.79,Central Connecticut
196,Cal Baptist,99.3,101.7,0.432,5–4,5,9,48.2,49.6,29.2,33.6,19.8,20.8,31.8,33,67.5,45,50.9,36.5,31.3,7.2,10,43.6,35.1,32.6,32.4,66.6,76.709,80.098,2.298,"2,025",0,0,10.765,,76.3,57.6,1.003,0.985,10.188,Cal Baptist
197,Western Kentucky,106.7,109.3,0.431,4–6,4,10,48.9,50,26.5,39.2,13.3,15.6,23.7,29.1,69.3,46.8,50,34.6,33.3,7.4,9.6,47.1,56.7,42.6,44,69.8,76.043,80.053,2.652,"2,025",0,0,14.108,,70.1,76.7,1.038,1.086,14.917,Western Kentucky
198,Loyola Marymount,104.1,106.7,0.43,4–7,4,11,51.1,49.9,29.1,32.3,14.1,16.1,19.7,32.4,68.8,51.9,51.2,33.2,31.9,10.8,8.7,45.9,52.2,38.5,38.6,67.5,78.912,82.016,2.437,"2,025",0,0,23.973,,76.6,74,1.041,1.087,22.1,Loyola Marymount
199,Bryant,102.9,105.5,0.429,8–2,8,10,49.8,46.9,32,23,14.9,15.6,35.5,25.8,71.2,52.1,45.5,30.4,32.9,17.5,6,51.4,42.5,35.1,36.9,71.3,78.787,80.382,2.506,"2,025",0,0,33.567,,70.5,67.1,1.11,0.973,4.294,Bryant
200,Valparaiso,106,108.8,0.426,5–7,5,12,48.5,54.1,27.2,28,12.6,15.7,23.5,26.8,66.9,46.5,52.3,34.4,37.9,11.7,9.3,50,60.4,38.3,37.9,67,76.829,80.229,1.475,"2,025",0,0,0.2,,82,72,1.057,1.101,11.79,Valparaiso
201,Brown,97.7,100.3,0.425,4–5,4,9,49.4,46.7,28.3,29.6,15.9,16.1,27.2,29.5,68.3,55.7,48.8,25.9,29.4,17.2,8.6,54.2,52.5,37,43.7,67,75.988,78.526,2.035,"2,025",0,0,3.81,,60.3,71.7,1.005,1.004,8.254,Brown
202,East Carolina,108.1,111,0.425,6–4,6,10,51.2,53.7,37.1,32.4,14.9,16.4,32.2,30.9,67.3,51.3,50.8,34,39.5,12.8,9.5,52.8,48.7,34.2,34.9,67.1,76.742,78.797,2.591,"2,025",0,0,41.618,,75,78.4,1.118,1.13,11.596,East Carolina
203,Florida Gulf Coast,108,111.3,0.414,6–4,6,10,53.3,53.1,24.3,29.6,14.4,12.6,33.4,21.6,65.9,53.5,49.5,35.3,38.5,7.3,7.7,50.3,45.7,34,42.7,65,77.137,79.675,2.066,"2,025",0,0,12.024,,70.9,69.2,1.145,1.097,6.435,Florida Gulf Coast
204,Presbyterian,103.6,106.9,0.411,5–4,5,9,51.8,51.3,28.9,41.8,13.7,19.7,27.4,29.9,65.9,50.8,53.6,36.1,31,7.8,7.3,45.5,44.1,30,32.6,65.2,77.497,79.808,1.836,"2,025",0,0,2.177,,70.4,71.9,1.086,1.051,8.584,Presbyterian
205,North Dakota St.,111.3,115.1,0.405,5–4,5,9,57.8,53.4,28,27.8,15.9,12.9,23,30.7,67.1,56,48.1,39.8,41.1,4.1,7.7,51.6,45.9,50,39,65.5,76.356,80.076,2.214,"2,025",0,0,6.917,,81.4,75.6,1.155,1.156,11.489,North Dakota St.
206,Wyoming,103.6,107.2,0.403,1–9,1,10,49.1,52.6,27.3,50.1,18.9,14.8,28.3,26.9,65,49.2,53.1,32.6,34.5,9,10.9,49.4,48.1,40.5,38,65.3,77.738,80.459,2.279,"2,025",0,0,23.566,,60.9,68.1,0.977,1.112,27.069,Wyoming
207,Purdue Fort Wayne,102,105.6,0.402,4–5,4,9,52.2,50.7,29.3,35.2,15.4,19.8,19.9,30.6,72.3,54,57.1,33.5,26.5,6,12,39.7,43.8,45.7,37.1,72.1,75.153,79.742,2.255,"2,025",0,0,0.2,,73.2,72.6,1.037,1.031,9.563,Purdue Fort Wayne
208,William & Mary,105.7,109.5,0.4,4–6,4,10,52.5,55.3,33,32.6,17.8,19.3,25.6,30.4,69,52.6,54.6,34.9,37.4,5.2,13.5,63.4,52.8,51.6,43.2,70,77.446,79.527,2.367,"2,025",0,0,12.835,,67.9,70.4,1.046,1.104,8.596,William & Mary
209,San Jose St.,105.1,109,0.397,4–6,4,10,51.4,53.2,27.9,29.3,19,16.7,26.7,33,67.8,52.1,54.1,33.7,34.2,9.2,11.3,53.2,49.1,46.2,32.6,68.5,76.878,79.517,2.105,"2,025",0,0,20.617,,67.7,73.7,1.011,1.125,23.785,San Jose St.
210,Incarnate Word,106.2,110.3,0.393,7–4,7,11,49.9,49.9,32.1,26.8,18.4,16.4,37.6,31.3,61.9,46,49.4,37.9,34.4,8.9,11.5,47.1,42.1,35.9,24.6,62.3,77.403,79.767,2.129,"2,025",0,0,2.191,,66.8,69.5,1.075,1.054,9.786,Incarnate Word
211,Milwaukee,105.7,109.9,0.39,6–4,6,10,50.9,53.6,36.7,31.4,18.1,18.8,37.8,28.2,68.1,54,51.3,29.4,38.2,9.7,10.1,58.1,55,31.1,38.3,68.9,76.387,80.04,2.654,"2,025",0,0,2.571,,71,74.2,1.104,1.06,7.176,Milwaukee
212,North Dakota,106.9,111.3,0.386,4–6,4,10,53,52.8,32.8,34.4,17.1,14.7,29.6,29.3,69.6,51.9,53.8,36.6,34.3,7.6,8.6,48.2,51.8,36.7,41,68.9,77.479,79.942,1.949,"2,025",0,0,11.284,,71.5,76.2,1.094,1.134,11.901,North Dakota
213,Norfolk St.,108.3,112.8,0.385,7–2,7,9,53.5,50.5,40.9,37.9,17.7,18.6,36.2,33.9,68,55.3,46.2,32,38.9,8.9,5.3,52.3,57.5,23.9,35.4,66.8,76.728,80.231,2.597,"2,025",0,0,7.297,,76.2,68.7,1.151,1.057,3.961,Norfolk St.
214,Northwestern St.,102,106.3,0.384,6–4,6,10,51.8,46,34.2,33.9,22.9,19.4,34.4,35.3,64.1,48.7,42.9,37.8,33.6,10,9.4,51.1,54.6,38.1,40.6,64.4,76.437,79.773,2.002,"2,025",0,0,12.685,,74.4,74.6,1.035,1.019,9.321,Northwestern St.
215,Merrimack,99.6,103.8,0.383,6–4,6,10,49.4,48.2,26.7,24.8,11.9,25.5,23.7,40.1,65.5,52.7,48.1,29.7,32.4,12.1,7.3,46.7,61.6,39.9,30.9,66.1,75.365,78.579,2.219,"2,025",0,0,0.2,,70.9,74.1,1.05,0.97,4.29,Merrimack
216,Texas St.,109.1,113.8,0.381,4–6,4,10,51,48.4,30.5,43.9,17.7,15.7,38.4,35.4,65.2,50,47.1,35.5,33.8,9.3,11.3,58.1,46.2,30.1,35.5,66.2,76.379,78.926,2.527,"2,025",0,0,14.887,,70.8,77,1.1,1.116,8.085,Texas St.
217,Jackson St.,105,109.6,0.379,9–2,9,11,53.7,47.4,37.5,28.2,16.7,17.5,34.5,25,67.8,56.7,49,31.1,29.9,10.3,8.1,53.8,51.1,30.5,38.5,67.3,76.043,79.949,1.812,"2,025",0,0,18.801,,72.2,72.1,1.143,0.967,2.894,Jackson St.
218,South Dakota,104.7,109.3,0.379,6–4,6,10,47.9,52.7,42.7,37.2,11.1,17.7,26.6,32.1,75.9,48.8,57.3,31.1,29.9,7,8.8,36.2,47.5,40.6,36.7,76.3,77.257,79.388,2.334,"2,025",0,0,10.379,,74.5,74.4,1.095,1.103,11.201,South Dakota
219,Southern,101.7,106.2,0.378,8–3,8,11,49.6,48.4,46.9,41.7,16.3,20.4,33.7,25.8,69.2,48.2,50.5,34.9,29.9,10.2,11.2,50,57.6,34,37.1,68.3,76.142,79.011,2.099,"2,025",0,0,0.2,,67.1,71,1.056,0.976,2.923,Southern
220,Eastern Michigan,105.8,110.6,0.375,6–5,6,11,52.1,50.7,33.7,34.9,19.4,18,33.8,31.4,66.1,53.1,48.4,33.5,36.3,12.2,8.6,47.3,47.1,36.8,38.2,65.8,77.097,79.953,2.213,"2,025",0,0,27.871,,79,76,1.081,1.081,7.265,Eastern Michigan
221,UT Rio Grande Valley,103.3,108.2,0.37,4–6,4,10,52,49.8,18.7,27.2,19.7,16.9,27.5,34.8,72.1,51.2,48.9,35.2,34.4,8.1,10.7,62.3,54.2,48,35,73.2,76.061,78.527,2.41,"2,025",0,0,0.2,,74.4,71.6,1.025,1.071,10.774,UT Rio Grande Valley
222,Pepperdine,109.3,114.5,0.37,4–8,4,12,50.7,56.2,29.5,23.2,14.3,14,29.1,31.4,69.9,49.1,55.2,35.6,38.5,6.6,8.9,60.2,56,36.5,39.4,68.9,78.496,81.598,1.798,"2,025",0,0,21.198,,70.6,76.5,1.078,1.198,18.794,Pepperdine
223,Southeastern Louisiana,107,112.1,0.369,6–5,6,11,48,52.9,37.4,30.4,13.8,17,33.6,28.5,65.6,47.7,51.2,32.5,36.8,6.7,8.8,41.6,49.3,30.6,40.9,66.4,76.767,80.056,1.977,"2,025",0,0,0.2,,75.8,66.7,1.102,1.079,7.859,Southeastern Louisiana
224,Manhattan,108.6,113.8,0.369,7–3,7,10,52.3,50.2,32.3,23.9,16.1,15.6,32.1,30.2,67.6,49.3,53.3,37.7,31.1,8.3,13,60.5,61.7,40.9,45.5,67.5,75.138,78.815,1.524,"2,025",0,0,6.604,,78.8,67.3,1.135,1.053,4.374,Manhattan
225,Richmond,107.1,112.3,0.367,3–7,3,10,50.1,54.8,22.4,29.9,16,15.8,21.7,32.5,60.8,49.1,53.3,34.4,37.5,6.7,9.8,47,55.2,39.7,51.6,61.3,76.63,81.272,2.047,"2,025",0,0,4.965,,81.8,73.1,1.015,1.162,24.104,Richmond
226,Central Michigan,109.1,114.4,0.367,5–6,5,11,52.9,53.6,44,28.7,15.4,18,32.3,29.6,68.3,52.7,51.1,35.5,38,7.7,8.1,49.3,49,29.1,42.2,67.2,77.895,79.814,2.035,"2,025",0,0,0.2,,75.5,72.3,1.138,1.09,7.689,Central Michigan
227,LIU,97.9,102.7,0.366,7–2,7,9,48.8,45,26.4,38.9,19.6,21,36.1,25.7,62.5,50.5,46.4,30.4,28.6,15.5,4.2,40.9,55.5,33.9,39.8,63.4,76.764,79.215,2.019,"2,025",0,0,0.2,,78.9,77.2,1.046,0.925,2.092,LIU
228,South Dakota St.,107.6,112.9,0.365,5–4,5,9,51.9,55,37.7,26.8,17.1,11,36.2,18,70,51.2,54.2,35.5,37.4,6.4,9.6,48.2,35.4,36.8,45.1,69.3,77.176,80.923,1.029,"2,025",0,0,14.988,,73.2,79.5,1.135,1.137,7.428,South Dakota St.
229,Monmouth,107.7,113.1,0.363,7–4,7,11,50.1,49.6,37.8,29,14.3,15.6,28.5,35.7,64.6,47.8,47,36.3,35.9,14.3,9,54.3,48.6,34.5,38.6,66.4,78.243,80.568,1.565,"2,025",0,0,4.93,,75,75.7,1.099,1.099,7.564,Monmouth
230,Massachusetts,100.3,105.4,0.361,3–7,3,10,43,52,25.9,25,16.6,16.9,35.7,30.9,67.5,44.1,53.2,27.2,33.6,8.1,10.1,49.2,58.6,32.6,42.4,68.3,76.847,80.28,1.619,"2,025",0,0,36.775,,67.7,66.4,0.971,1.067,20.305,Massachusetts
231,South Florida,101,106.2,0.36,2–8,2,10,46.7,49.7,39,40.5,15.2,18.3,27.3,36.4,69.9,49.4,46.6,27.9,36.6,10.6,11.8,56,48.7,34.8,36.6,68.7,76.61,79.923,1.999,"2,025",0,0,28.337,,70.4,72.6,1.008,1.1,19.482,South Florida
232,Sacred Heart,107.5,113.1,0.358,6–5,6,11,51.3,49.4,24.3,27.9,15.9,16.4,31.6,34.2,70.9,53.7,49.9,32.5,32.4,8.6,10.3,65.3,53.4,47.8,36.9,71.6,76.816,78.932,1.796,"2,025",0,0,0.2,,73.3,74,1.096,1.076,4.997,Sacred Heart
233,La Salle,105,110.5,0.357,2–8,2,10,44.5,55.4,29.2,29.7,16,16.6,30.9,31.6,65.7,42.7,57,32,35.6,10.1,11.1,44.5,55.8,33.6,44.2,65.8,77.36,80.542,2.098,"2,025",0,0,23.528,,76,70.8,0.992,1.136,22.415,La Salle
234,Bowling Green,99.4,104.7,0.355,7–4,7,11,50.8,49.3,34.7,28.7,17.1,16.5,23.5,23.4,68.2,49.3,52.5,35.4,30,10.5,11.3,47.6,55.2,39.2,43.5,67.8,76.201,79.488,2.142,"2,025",0,0,5.375,,73.2,77.8,1.038,1.01,4.744,Bowling Green
235,Siena,102.9,108.4,0.355,5–5,5,10,48.6,50.4,40.3,33.6,15,19.8,29.4,29.2,70.2,50.5,52.2,30.1,30.8,12.3,10.2,45.9,44.4,36.9,30.6,70.8,76.955,80.709,1.435,"2,025",0,0,8.693,,76.6,79.4,1.081,1.021,4.17,Siena
236,Tulsa,102,107.5,0.353,3–7,3,10,51.2,50.1,28.8,32.9,15.8,13.5,21.3,31.3,65.7,53.1,50.4,32.1,33,5.5,9.5,54.7,46.9,38.6,35.1,65.6,76.879,80.155,2.018,"2,025",0,0,33.917,,63.9,72.5,1.009,1.107,18.719,Tulsa
237,UMKC,99.8,105.2,0.353,3–7,3,10,48.4,50.2,29,32.8,18,16.8,36.8,30.3,64.9,48.4,50.3,32.2,33.3,12.9,6.4,48.1,45.3,40.5,38.4,64,77.496,79.281,2.302,"2,025",0,0,4.219,,73.1,75.3,1.046,1.07,10.259,UMKC
238,Cal St. Bakersfield,106.6,112.4,0.352,4–6,4,10,47.7,55.5,31.5,36.4,18,19.8,35.3,31.1,67,45.9,53,34.9,39.2,8.9,7.5,42.1,55.4,28.5,42.4,66.3,76.594,78.575,2.201,"2,025",0,0,0.2,,80.2,73.4,1.057,1.11,12.144,Cal St. Bakersfield
239,Appalachian St.,98.4,103.9,0.349,5–5,5,10,47.6,47.1,34.8,19.8,14.9,13.5,27.9,28.7,63.1,47.3,45.8,32,33,9.3,12.8,48,52,39.5,35.3,61.9,77.42,81.799,2.381,"2,025",0,0,14.593,,63.7,69.7,1.019,1.015,6.883,Appalachian St.
240,Oakland,107.2,113.4,0.344,6–4,6,10,55,50.9,41.4,27.4,18.4,14.3,30.7,29.4,68.8,56.3,51.2,35.3,33.8,6.6,9.1,60.2,61.5,40.5,45.6,68.2,76.984,78.86,2.339,"2,025",0,0,5.83,,73,73,1.126,1.087,7.095,Oakland
241,Alabama St.,99,104.8,0.342,8–3,8,11,47.1,46,28.1,35.6,12.6,19.7,26.8,30.4,67.8,46,47.2,32.4,29.3,10.8,8.1,42,48.6,41.8,36.7,67.4,76.481,79.611,2.342,"2,025",0,0,3.942,,73.8,63.8,1.047,0.943,3.28,Alabama St.
242,Georgia Southern,105.4,111.6,0.341,6–5,6,11,52.6,48.5,23.1,37.3,17.8,17,33.9,32,67.7,51.1,48.3,36.2,32.6,8.8,12,55.8,46,46.3,36.6,68,77.228,80.286,2.032,"2,025",0,0,12.772,,64.3,72.1,1.085,1.06,6.48,Georgia Southern
243,Albany,104.2,110.8,0.33,6–4,6,10,49.9,52.7,25.9,28.9,15.7,20,34.8,28.2,66.2,49.5,50.8,33.8,37.4,9,13.9,49.8,44.5,37.7,35.4,66.8,75.272,78.279,2.328,"2,025",0,0,16.527,,70.4,75.5,1.08,1.045,5.33,Albany
244,Campbell,102.6,109.4,0.323,4–6,4,10,50.2,54.6,25.3,25.2,15.3,18.9,27,29,64.6,52.2,55.4,31.4,35.4,10.3,11.4,52.6,53.9,39.4,34.8,64.5,77.542,79.607,2.448,"2,025",0,0,7.673,,74.8,73.4,1.044,1.089,7.291,Campbell
245,Western Michigan,103.6,110.5,0.323,6–5,6,11,48.2,54.6,29.6,33.9,15.8,19,34.4,29.7,69.8,49.5,54.2,30.6,36.7,6.9,8.6,45.4,60.8,36.4,38.6,68,77.51,80.297,1.879,"2,025",0,0,13.765,,68.3,68.4,1.051,1.093,7.77,Western Michigan
246,Lafayette,99.3,106.1,0.318,5–6,5,11,52.4,49.5,31.6,19.8,17,16.1,21.6,25.2,65.2,53.6,46.3,33.7,36.3,8.4,5.8,60.8,54.6,42.1,38.6,66.6,75.914,79.906,1.324,"2,025",0,0,1.282,,70.6,75.6,1.036,1.009,4.173,Lafayette
247,Northeastern,102.9,110.1,0.315,5–5,5,10,50,49.7,28.5,30.1,16.2,19.3,28.8,36.1,65.2,50.6,50.8,32.7,31.7,12.6,10.5,47.2,43,38,33.7,65.7,77.613,79.248,1.814,"2,025",0,0,0.2,,72.4,75.1,1.056,1.05,6.379,Northeastern
248,Jacksonville,99.7,106.7,0.314,6–5,6,11,49.4,50.8,27.8,34.3,16.2,16.7,35.6,29.7,67.3,48,48.4,35.1,36.3,10.9,7.5,48.3,46.5,30.9,39.5,66.7,76.874,79.98,1.903,"2,025",0,0,22.593,,66.3,72.3,1.065,1.06,8.754,Jacksonville
249,Princeton,100.4,107.5,0.313,5–4,5,9,50.1,55.4,20.2,27.7,15.7,15.8,22.8,19.3,67.3,51.6,56.1,32.5,36.2,8.4,12.3,51.4,57.2,52.9,41.9,66.6,76.177,79.178,1.682,"2,025",0,0,12.093,,75.9,75.2,1.02,1.073,10.929,Princeton
250,Mount St. Mary's,103.8,111.2,0.312,7–3,7,10,55.5,47.3,27.3,24.2,21.7,14.2,32.9,24.9,66.9,54.4,45.5,38.1,32.9,9.4,9.8,57.1,54.2,38.9,47.5,68.1,77.093,80.394,2.002,"2,025",0,0,0.789,,76.8,79.6,1.078,1.022,3.908,Mount St. Mary's
251,Seton Hall,94.7,101.5,0.311,1–9,1,10,41.9,56.7,27.3,37,17.7,24.3,27,38.4,64.7,43.3,57.1,25.6,37.4,12.9,10.6,50.9,64.5,28.4,43,65.2,78.174,80.222,1.542,"2,025",0,0,58.114,,65.6,75.4,0.876,1.113,38.083,Seton Hall
252,Delaware,109.4,117.3,0.31,4–8,4,12,56.3,55.4,24.7,31.2,17.2,16.3,24.7,30.7,69.5,57,55.4,36.8,37,7.3,12,51.8,47.3,40.7,34.6,70.3,77.176,79.016,1.986,"2,025",0,0,22.136,,78.6,76.1,1.109,1.149,9.214,Delaware
253,UMass Lowell,106.4,114.2,0.307,3–7,3,10,57.3,55,22.4,23.8,19.1,16.1,28.2,26.2,67.4,58.7,53.8,36.5,38,10.8,9,53.1,49.6,36.1,37.3,67.2,76.676,79.284,2.512,"2,025",0,0,0.99,,72.9,63.8,1.105,1.088,5.391,UMass Lowell
254,UC Davis,99.1,106.5,0.304,3–7,3,10,47,51.7,31.8,39.7,18.1,21,26.4,31.7,66.4,43.6,48.2,35.3,38.6,9.9,7.5,51.5,54.6,36,35.6,66.5,76.233,79.428,2.276,"2,025",0,0,6.785,,71.9,79.1,0.971,1.065,16.705,UC Davis
255,Ball St.,103.7,111.5,0.303,5–6,5,11,50.5,52,41,25.6,15.8,14.5,27.8,25.7,68.3,50.1,58.9,34.1,28.2,6.1,9.6,49.5,54.5,34,41.7,66,77.311,80.701,2.402,"2,025",0,0,6.23,,74.4,75.6,1.077,1.08,7.868,Ball St.
256,UT Arlington,104.8,113.1,0.294,3–6,3,9,51.8,49.8,39.2,23.7,19.4,15,30.5,33.1,67.9,54.4,46.9,32.3,36.8,9.1,8.8,54,57.8,43.4,35,67.3,76.668,80.679,2.497,"2,025",0,0,18.764,,58.7,75.7,1.021,1.089,13.838,UT Arlington
257,North Florida,105.6,114,0.293,4–6,4,10,52.7,53.1,22.3,23.8,16.1,14.8,27.6,33.6,71.9,51.2,54.2,35.9,33.7,8,14.4,60.9,50.5,56,30,72.7,76.562,78.872,1.843,"2,025",0,0,0.2,,72.9,74.7,1.081,1.131,8.166,North Florida
258,Quinnipiac,99.2,107.1,0.293,6–4,6,10,51.3,51.8,34.7,26.9,20.5,16.2,31.8,17.8,74.8,52.5,47.5,32.5,39.1,13.1,10.3,59.1,51.5,33,38.5,75.5,77.461,79.772,1.993,"2,025",0,0,8.819,,79.2,75.6,1.037,1.011,5.165,Quinnipiac
259,American,97.7,105.6,0.29,8–3,8,11,50.8,51.2,26.5,31.7,16.8,19.4,24.5,25.4,63,51.6,53.3,33.1,32.2,3.9,9.4,50.2,55.2,42.8,41.2,63.6,76.385,79.64,2.034,"2,025",0,0,0.2,,73.2,68.2,1.023,1,3.846,American
